asset_id,empID,asset_name,asset_type,purchase_date,status
507,329,Mac Discover,Laptop,2024-09-10,Issued
508,330,Laptop Attack,Mac,2024-03-05,Issued
509,330,Mac Piece,Keyboard,2024-07-17,Returned
510,330,Access Card Possible,Mac,2024-11-26,Returned
511,331,Mobile Late,Mobile,2022-06-15,Lost
512,331,Mobile Similar,Mac,2023-05-09,Returned
513,331,Monitor Trip,Laptop,2023-07-02,Lost
514,332,Access Card Home,Mobile,2023-07-15,Lost
515,332,Laptop State,Keyboard,2023-11-26,Issued
516,332,Mouse Ability,Mouse,2025-03-11,Issued
517,333,Access Card Worry,Monitor,2023-05-28,Returned
518,333,Keyboard Goal,Mac,2025-05-15,Returned
519,335,Monitor Board,Mouse,2024-12-01,Returned
520,335,Mac Question,Mouse,2023-09-22,Returned
521,336,Mobile Technology,Mouse,2025-02-02,Returned
522,337,Access Card Us,Mobile,2025-04-13,Returned
523,337,Mouse Firm,Mobile,2024-03-01,Issued
524,337,Mobile Represent,Mac,2023-02-26,Issued
525,338,Mouse Door,Access Card,2022-10-28,Returned
526,339,Monitor Will,Keyboard,2023-09-28,Issued
527,342,Laptop Share,Mouse,2022-09-27,Lost
528,344,Mac National,Mac,2022-08-14,Returned
529,344,Mouse Rich,Laptop,2024-01-06,Issued
530,345,Keyboard Try,Access Card,2023-06-29,Lost
531,347,Access Card Both,Laptop,2023-08-29,Returned
532,347,Monitor Thought,Laptop,2024-11-21,Lost
533,347,Mobile Miss,Mac,2024-03-11,Returned
534,348,Keyboard Majority,Mac,2022-10-09,Issued
535,348,Monitor Or,Keyboard,2025-05-19,Issued
536,348,Mac Better,Keyboard,2024-07-28,Returned
537,349,Mouse Key,Monitor,2022-06-06,Lost
538,349,Access Card Positive,Laptop,2024-01-27,Returned
539,349,Monitor Fight,Keyboard,2023-04-03,Lost
540,350,Keyboard But,Access Card,2025-04-24,Returned
541,351,Laptop Maybe,Mouse,2024-07-10,Returned
542,352,Mac Perhaps,Monitor,2023-06-17,Lost
543,352,Mouse Camera,Keyboard,2024-08-02,Returned
544,353,Access Card Relationship,Mobile,2023-04-25,Lost
545,353,Mobile Strong,Mac,2024-05-27,Issued
546,354,Monitor Might,Mac,2025-02-09,Returned
547,354,Mac Spring,Mouse,2022-09-14,Issued
548,355,Laptop Unit,Mouse,2023-10-16,Returned
549,355,Monitor Home,Laptop,2024-01-24,Lost
550,355,Mac Glass,Access Card,2024-02-13,Issued
551,358,Mobile Now,Mac,2023-01-20,Lost
552,358,Mac Rich,Laptop,2023-01-22,Issued
553,358,Laptop Wind,Access Card,2023-09-13,Issued
554,359,Access Card Tough,Keyboard,2023-12-04,Issued
555,361,Keyboard Leader,Laptop,2023-06-22,Returned
556,362,Mouse Never,Mobile,2023-10-09,Lost
557,362,Mouse Necessary,Laptop,2023-08-23,Issued
558,362,Monitor Ground,Monitor,2024-09-07,Returned
559,363,Mobile Box,Mac,2023-07-06,Lost
560,363,Mobile Republican,Monitor,2024-02-04,Returned
561,364,Mac Half,Monitor,2024-10-06,Issued
562,365,Keyboard These,Keyboard,2022-10-04,Issued
563,365,Access Card Girl,Mouse,2025-02-20,Returned
564,365,Mac Image,Laptop,2025-05-15,Lost
565,366,Mac Game,Mouse,2023-04-16,Lost
566,367,Laptop Appear,Mobile,2024-08-21,Issued
567,368,Mobile International,Monitor,2024-08-26,Lost
568,368,Monitor Task,Monitor,2024-10-28,Lost
569,372,Laptop Six,Mac,2023-12-07,Issued
570,372,Mobile Tough,Mac,2023-03-21,Issued
571,373,Keyboard Address,Monitor,2023-07-31,Lost
572,374,Mac Break,Laptop,2025-05-25,Lost
573,375,Laptop Where,Mobile,2024-10-31,Returned
574,376,Mouse Information,Mobile,2024-11-08,Returned
575,377,Mouse Change,Laptop,2024-11-13,Issued
576,378,Laptop Ball,Laptop,2024-06-17,Lost
577,378,Laptop Since,Mac,2023-02-18,Issued
578,378,Laptop Plant,Mobile,2023-10-07,Lost
579,379,Access Card Just,Laptop,2025-02-12,Returned
580,381,Access Card Campaign,Mac,2025-05-21,Lost
581,381,Access Card It,Keyboard,2024-06-12,Issued
582,381,Mac Marriage,Keyboard,2022-08-08,Lost
583,383,Monitor None,Monitor,2022-12-21,Returned
584,384,Laptop Style,Monitor,2022-08-19,Returned
585,384,Monitor Single,Mobile,2022-09-05,Returned
586,385,Access Card Man,Mac,2025-02-26,Returned
587,385,Laptop Mission,Mobile,2024-01-04,Returned
588,385,Monitor Oil,Mobile,2023-08-08,Lost
589,386,Mouse Big,Keyboard,2024-09-24,Returned
590,386,Mac Discussion,Laptop,2025-04-04,Issued
591,386,Mobile Perhaps,Mac,2023-05-09,Lost
592,387,Mac None,Mobile,2023-06-04,Returned
593,387,Keyboard Short,Laptop,2025-03-13,Issued
594,388,Keyboard Throw,Mac,2025-03-05,Issued
595,389,Mouse Decision,Mobile,2024-07-16,Lost
596,389,Monitor Important,Mouse,2023-05-11,Lost
597,389,Keyboard Pretty,Mouse,2025-01-10,Lost
598,390,Mouse Contain,Mac,2024-07-07,Lost
599,390,Mobile Say,Access Card,2024-07-03,Returned
600,392,Keyboard Build,Mouse,2023-10-13,Returned
601,392,Laptop Ever,Monitor,2022-12-12,Lost
602,392,Laptop Him,Access Card,2023-01-08,Issued
603,393,Monitor Big,Mobile,2025-02-14,Issued
604,393,Monitor Red,Mobile,2023-08-20,Returned
605,393,Mouse They,Mac,2023-01-31,Lost
606,395,Access Card Receive,Access Card,2024-02-26,Returned
607,396,Mac Recognize,Access Card,2025-01-17,Returned
608,396,Access Card This,Keyboard,2024-02-10,Issued
609,396,Laptop Night,Laptop,2022-08-08,Returned
610,397,Access Card Yourself,Mouse,2024-01-04,Returned
611,397,Access Card Teacher,Keyboard,2023-06-14,Issued
612,397,Mouse Nearly,Keyboard,2024-12-10,Issued
613,398,Mac Later,Keyboard,2022-07-18,Lost
614,398,Mac Understand,Keyboard,2023-01-17,Issued
615,399,Access Card Bank,Laptop,2024-02-22,Lost
616,399,Keyboard Factor,Access Card,2023-08-06,Issued
617,400,Mobile Firm,Laptop,2023-01-30,Lost
618,401,Mouse Room,Mouse,2023-03-29,Lost
619,402,Monitor Religious,Mac,2022-08-19,Returned
620,403,Mobile Upon,Mouse,2023-05-25,Returned
621,403,Mobile Through,Mac,2025-01-01,Issued
622,404,Monitor Able,Keyboard,2023-03-04,Returned
623,404,Access Card City,Laptop,2023-08-28,Returned
624,405,Access Card Drug,Mouse,2024-09-13,Lost
625,405,Access Card Police,Laptop,2022-07-16,Returned
626,406,Monitor Near,Mobile,2024-09-21,Issued
627,406,Laptop Have,Mobile,2023-07-06,Issued
628,407,Monitor Including,Access Card,2025-04-26,Issued
629,408,Laptop Might,Mouse,2022-09-15,Returned
630,409,Monitor Less,Mobile,2023-02-16,Lost
631,410,Mobile Probably,Mouse,2023-07-29,Lost
632,410,Access Card Product,Mobile,2025-04-10,Returned
633,410,Monitor Reach,Laptop,2023-09-10,Returned
634,411,Mobile That,Monitor,2024-01-19,Lost
635,412,Laptop Rock,Access Card,2025-05-06,Lost
636,412,Access Card Subject,Monitor,2023-12-26,Issued
637,412,Laptop Our,Mac,2022-08-24,Returned
638,413,Mouse Try,Laptop,2024-12-12,Lost
639,414,Mouse Financial,Mac,2022-08-21,Returned
640,414,Mobile Who,Access Card,2024-12-23,Issued
641,415,Laptop Father,Keyboard,2024-02-02,Lost
642,416,Keyboard Light,Laptop,2022-07-21,Lost
643,416,Mouse City,Keyboard,2024-01-08,Lost
644,416,Laptop Bill,Keyboard,2022-08-31,Returned
645,417,Mac May,Mac,2022-10-09,Lost
646,417,Access Card Issue,Mac,2023-02-20,Issued
647,417,Mouse Production,Laptop,2023-11-21,Issued
648,418,Access Card Black,Access Card,2023-04-30,Returned
649,419,Monitor Cost,Access Card,2024-12-29,Issued
650,419,Mac Somebody,Monitor,2024-04-21,Lost
651,420,Keyboard Hospital,Mac,2025-04-15,Issued
652,420,Keyboard Human,Mobile,2024-09-21,Lost
653,420,Monitor Card,Monitor,2023-02-14,Lost
654,424,Mouse Visit,Access Card,2024-10-29,Issued
655,424,Keyboard None,Laptop,2023-07-12,Returned
656,424,Mac Laugh,Mac,2024-12-28,Returned
657,425,Mouse Always,Mouse,2025-02-10,Issued
658,426,Mac Prepare,Mobile,2022-09-28,Returned
659,426,Mobile Building,Mac,2024-06-23,Lost
660,428,Laptop Idea,Mouse,2023-05-29,Issued
661,429,Mobile Follow,Access Card,2024-05-16,Returned
662,432,Laptop Real,Mouse,2023-02-12,Lost
663,433,Monitor Condition,Mac,2023-01-12,Returned
664,433,Mouse Reveal,Access Card,2024-03-06,Issued
665,435,Access Card Learn,Keyboard,2022-06-05,Issued
666,436,Monitor Attention,Monitor,2024-02-12,Returned
667,437,Mobile Fight,Laptop,2025-05-20,Lost
668,437,Mac Kitchen,Mac,2023-08-08,Issued
669,437,Mouse Street,Access Card,2024-06-10,Issued
670,438,Mobile Actually,Keyboard,2024-12-01,Lost
671,438,Laptop Summer,Access Card,2023-10-02,Issued
672,438,Monitor Tend,Laptop,2022-11-14,Issued
673,439,Monitor Issue,Monitor,2023-01-27,Returned
674,439,Access Card Organization,Mac,2025-04-11,Issued
675,439,Keyboard Democrat,Laptop,2024-12-18,Lost
676,440,Mobile Trip,Mobile,2025-04-29,Issued
677,440,Keyboard Sense,Laptop,2025-04-03,Lost
678,442,Mobile Magazine,Mobile,2022-10-20,Lost
679,442,Mobile Memory,Mouse,2022-10-08,Issued
680,443,Mobile Mind,Laptop,2024-07-25,Returned
681,444,Laptop Least,Access Card,2023-05-26,Issued
682,444,Mouse Offer,Monitor,2023-09-02,Issued
683,445,Monitor Spring,Mouse,2025-05-14,Lost
684,445,Mobile Fund,Monitor,2024-08-25,Returned
685,445,Mac Tell,Mac,2022-11-17,Issued
686,446,Access Card Particular,Keyboard,2023-10-12,Issued
687,446,Keyboard American,Mouse,2024-05-26,Returned
688,447,Mobile These,Monitor,2023-12-02,Lost
689,447,Mac Determine,Mac,2025-05-07,Lost
690,448,Monitor Risk,Monitor,2024-09-11,Issued
691,448,Laptop Spend,Mac,2024-01-21,Lost
692,448,Mac Offer,Access Card,2024-03-10,Lost
693,449,Mobile Alone,Keyboard,2023-01-01,Issued
694,449,Access Card A,Mac,2024-03-01,Returned
695,449,Mac Return,Laptop,2022-10-18,Lost
696,451,Monitor There,Laptop,2022-10-30,Returned
697,451,Laptop My,Laptop,2023-03-22,Issued
698,451,Mouse Task,Mobile,2024-07-07,Returned
699,452,Access Card Plan,Access Card,2024-11-06,Returned
700,452,Access Card About,Laptop,2023-01-23,Lost
701,453,Laptop Contain,Keyboard,2023-02-09,Issued
702,453,Access Card Window,Keyboard,2022-12-06,Returned
703,454,Keyboard War,Mac,2024-11-15,Lost
704,455,Mouse Perform,Mac,2023-10-18,Issued
705,455,Mobile Father,Access Card,2023-01-03,Lost
706,456,Mac Development,Mobile,2022-10-29,Issued
707,457,Monitor Professor,Laptop,2025-02-16,Lost
708,458,Laptop First,Access Card,2022-08-01,Lost
709,458,Mobile Rather,Keyboard,2024-04-30,Issued
710,458,Keyboard Fly,Mac,2024-03-08,Issued
711,459,Mouse Important,Access Card,2024-04-16,Returned
712,460,Monitor Commercial,Mac,2022-08-21,Returned
713,461,Laptop Military,Access Card,2023-11-23,Lost
714,461,Monitor Current,Keyboard,2024-07-20,Issued
715,462,Keyboard Artist,Mouse,2024-04-27,Issued
716,463,Laptop Western,Keyboard,2025-02-10,Lost
717,463,Mobile About,Mouse,2023-09-15,Returned
718,464,Mouse Standard,Laptop,2023-08-19,Issued
719,464,Mouse Safe,Mac,2023-10-13,Issued
720,468,Access Card Run,Mouse,2022-08-29,Lost
721,469,Monitor Among,Mac,2023-01-18,Issued
722,470,Mac If,Keyboard,2025-05-20,Issued
723,470,Access Card His,Mac,2022-11-22,Issued
724,471,Mobile Process,Mobile,2022-12-11,Lost
725,472,Keyboard Place,Keyboard,2024-05-16,Returned
726,472,Keyboard Sure,Mouse,2022-09-06,Returned
727,472,Keyboard Better,Keyboard,2023-02-18,Lost
728,473,Access Card Third,Mac,2023-08-19,Lost
729,474,Keyboard Smile,Mouse,2022-10-02,Issued
730,474,Access Card First,Mac,2024-08-07,Issued
731,475,Mobile Individual,Laptop,2024-09-02,Issued
732,475,Mouse Turn,Monitor,2023-06-05,Issued
733,475,Mobile White,Access Card,2024-03-30,Returned
734,476,Mouse Travel,Monitor,2025-05-29,Issued
735,476,Mobile Party,Keyboard,2022-12-09,Returned
736,477,Laptop Fish,Mac,2023-08-03,Lost
737,477,Keyboard High,Mobile,2023-09-24,Issued
738,477,Mobile Picture,Mobile,2024-05-22,Returned
739,478,Keyboard Learn,Mouse,2023-01-29,Issued
740,479,Laptop Research,Mouse,2023-09-28,Lost
741,479,Mac Recently,Access Card,2023-02-26,Lost
742,480,Mouse Game,Mouse,2023-05-29,Issued
743,480,Mac Charge,Keyboard,2023-05-28,Issued
744,480,Keyboard Daughter,Mac,2022-07-07,Issued
745,481,Access Card Wait,Keyboard,2023-10-10,Lost
746,481,Mobile Be,Mac,2022-09-05,Returned
747,481,Monitor Stock,Mobile,2024-08-01,Returned
748,482,Mac Begin,Laptop,2024-12-07,Issued
749,482,Laptop Power,Mouse,2024-12-26,Issued
750,482,Mobile Program,Laptop,2024-01-29,Lost
751,483,Mac Raise,Mac,2024-08-08,Lost
752,485,Mouse World,Monitor,2023-11-13,Issued
753,486,Keyboard Issue,Access Card,2025-04-17,Issued
754,486,Laptop Production,Monitor,2023-01-24,Lost
755,486,Monitor Court,Keyboard,2024-02-20,Returned
756,487,Access Card Wife,Mac,2022-08-16,Returned
757,487,Monitor Pattern,Access Card,2025-03-25,Lost
758,487,Laptop Better,Laptop,2025-02-17,Returned
759,488,Mobile Use,Mobile,2024-03-08,Issued
760,489,Access Card Claim,Keyboard,2023-09-06,Returned
761,491,Monitor Window,Monitor,2025-02-22,Lost
762,492,Laptop More,Monitor,2024-02-08,Lost
763,493,Laptop Attorney,Monitor,2023-04-28,Issued
764,493,Monitor Town,Mouse,2023-01-15,Lost
765,493,Mac Change,Mouse,2025-03-15,Issued
766,494,Access Card Put,Access Card,2025-05-24,Returned
767,494,Mac Result,Laptop,2022-07-18,Issued
768,494,Mouse North,Laptop,2025-01-11,Returned
769,495,Mobile Traditional,Laptop,2023-02-15,Lost
770,495,Laptop Science,Keyboard,2022-06-27,Issued
771,495,Mac Rule,Mobile,2024-11-03,Lost
772,496,Monitor Group,Mac,2025-05-15,Issued
773,496,Mobile Although,Mouse,2025-02-23,Lost
774,496,Access Card Old,Keyboard,2024-04-11,Issued
775,497,Access Card Team,Keyboard,2023-02-14,Returned
776,497,Mobile Toward,Laptop,2025-03-04,Lost
777,497,Access Card Life,Mouse,2023-01-24,Issued
778,498,Access Card Your,Mac,2023-06-05,Issued
779,498,Access Card Chance,Laptop,2023-01-06,Issued
780,498,Laptop Accept,Mobile,2025-05-29,Lost
781,500,Mac Side,Mobile,2024-10-16,Returned
782,500,Laptop Bring,Monitor,2024-10-12,Issued
783,500,Keyboard Something,Mobile,2022-07-04,Returned
784,501,Mouse Close,Mouse,2022-08-02,Issued
785,503,Access Card What,Mac,2025-05-06,Issued
786,503,Laptop There,Mac,2023-03-03,Lost
787,503,Mobile Shake,Access Card,2025-01-17,Returned
788,504,Mac Plant,Mac,2023-02-10,Returned
789,504,Access Card Deep,Mouse,2022-10-15,Lost
790,505,Laptop Religious,Mobile,2023-05-10,Issued
791,505,Monitor Sell,Mobile,2025-03-26,Returned
792,505,Mouse It,Access Card,2022-11-11,Issued
793,507,Keyboard Growth,Mouse,2022-07-25,Lost
794,508,Mobile Particular,Mac,2023-06-07,Lost
795,509,Mouse Suddenly,Keyboard,2024-01-15,Issued
796,509,Access Card Town,Keyboard,2024-06-17,Issued
797,511,Keyboard College,Mobile,2022-08-20,Lost
798,511,Keyboard Strategy,Mobile,2022-06-10,Lost
799,512,Mac Remain,Mouse,2023-01-01,Issued
800,513,Monitor Record,Monitor,2023-04-04,Returned
801,513,Mobile Public,Monitor,2024-09-25,Issued
802,513,Mobile Back,Access Card,2024-01-14,Issued
803,514,Mobile Recent,Mac,2023-02-18,Issued
804,514,Access Card Should,Monitor,2025-03-02,Lost
805,514,Access Card Amount,Keyboard,2023-06-24,Returned
806,516,Keyboard Far,Access Card,2023-03-30,Returned
807,516,Mouse Take,Access Card,2025-03-03,Returned
808,516,Access Card Make,Access Card,2025-05-08,Returned
809,518,Mac Sometimes,Keyboard,2023-04-01,Issued
810,518,Mouse Begin,Laptop,2023-05-05,Lost
811,519,Monitor Relate,Mac,2022-11-03,Lost
812,520,Keyboard From,Laptop,2025-01-23,Issued
813,520,Mouse Interview,Keyboard,2023-09-09,Lost
814,520,Keyboard Really,Mouse,2025-04-02,Returned
815,521,Monitor Day,Mouse,2024-03-01,Issued
816,522,Monitor Along,Mobile,2022-12-17,Issued
817,522,Access Card Occur,Access Card,2023-06-06,Lost
818,522,Monitor Challenge,Mobile,2023-09-24,Issued
819,523,Mouse As,Monitor,2024-08-07,Returned
820,523,Keyboard Really,Monitor,2024-11-26,Issued
821,523,Mac Former,Mac,2025-03-07,Lost
822,525,Monitor Soon,Mobile,2024-11-09,Issued
823,526,Access Card Matter,Mac,2022-06-02,Lost
824,526,Mobile Management,Mobile,2024-04-28,Lost
825,527,Monitor Author,Laptop,2024-02-05,Lost
826,527,Mac Figure,Keyboard,2024-09-13,Issued
827,528,Mouse See,Laptop,2022-12-10,Returned
828,528,Mouse Member,Mouse,2025-03-16,Lost
829,529,Monitor Account,Keyboard,2023-09-17,Lost
830,530,Mobile Myself,Keyboard,2023-07-02,Lost
831,530,Laptop Skill,Mac,2025-03-13,Issued
832,531,Keyboard Throughout,Laptop,2022-10-20,Returned
833,531,Monitor Affect,Mac,2022-10-24,Issued
834,531,Keyboard Despite,Laptop,2022-07-11,Lost
835,532,Mac Individual,Mac,2023-08-03,Returned
836,532,Keyboard Successful,Mac,2022-11-30,Lost
837,532,Mac Painting,Access Card,2022-06-24,Returned
838,533,Access Card Find,Access Card,2023-12-26,Returned
839,533,Laptop Century,Mobile,2025-04-01,Returned
840,535,Keyboard Result,Mouse,2024-02-23,Issued
841,536,Monitor Election,Mobile,2024-01-22,Returned
842,536,Mac Success,Mouse,2023-10-26,Issued
843,538,Laptop Buy,Laptop,2023-05-24,Issued
844,538,Monitor Outside,Mobile,2023-05-24,Issued
845,539,Monitor Share,Laptop,2023-12-12,Issued
846,541,Keyboard Main,Access Card,2023-03-21,Issued
847,542,Mac Soon,Keyboard,2024-01-15,Lost
848,542,Mac Wind,Keyboard,2022-06-27,Lost
849,542,Keyboard Color,Access Card,2024-11-09,Lost
850,543,Laptop Sport,Mobile,2022-10-13,Issued
851,543,Access Card Stage,Mobile,2025-05-30,Returned
852,544,Monitor Cause,Access Card,2025-02-15,Lost
853,544,Mouse All,Mouse,2024-10-13,Lost
854,544,Mobile Perform,Access Card,2024-10-06,Returned
855,546,Access Card Fly,Keyboard,2025-04-08,Returned
856,546,Access Card Former,Mobile,2022-06-24,Returned
857,546,Mobile Wish,Mobile,2024-04-18,Issued
858,547,Access Card Include,Laptop,2024-07-31,Lost
859,547,Keyboard Factor,Mobile,2023-01-30,Issued
860,547,Mac Service,Access Card,2022-08-14,Issued
861,549,Laptop Chair,Mac,2024-09-29,Returned
862,549,Laptop Those,Laptop,2023-06-07,Issued
863,550,Mobile Understand,Keyboard,2024-07-20,Issued
864,550,Access Card Move,Mac,2024-02-20,Lost
865,551,Laptop Relate,Monitor,2023-12-26,Lost
866,552,Laptop Career,Access Card,2023-08-29,Lost
867,553,Mac Process,Mouse,2024-03-08,Lost
868,553,Laptop Teacher,Keyboard,2023-10-08,Returned
869,553,Keyboard Claim,Mac,2023-04-14,Returned
870,554,Mobile Wish,Monitor,2022-07-12,Lost
871,554,Keyboard Term,Access Card,2024-04-13,Returned
872,555,Mobile Action,Access Card,2024-08-03,Issued
873,556,Mobile Add,Monitor,2022-07-15,Returned
874,557,Mac Summer,Mobile,2024-12-20,Lost
875,557,Mac Instead,Mouse,2023-03-19,Lost
876,558,Keyboard Us,Keyboard,2024-03-19,Returned
877,558,Mobile So,Laptop,2023-08-14,Issued
878,558,Mouse Training,Mac,2024-05-27,Returned
879,560,Laptop The,Access Card,2022-11-13,Returned
880,560,Keyboard Despite,Monitor,2024-10-04,Returned
881,561,Mouse Price,Mouse,2022-12-23,Lost
882,561,Keyboard Serious,Mobile,2024-10-20,Issued
883,561,Keyboard Represent,Laptop,2023-01-21,Issued
884,562,Monitor Party,Mobile,2025-02-18,Issued
885,563,Mac Actually,Mobile,2025-02-14,Issued
886,563,Access Card Include,Keyboard,2024-01-31,Lost
887,563,Mac Show,Mobile,2024-03-12,Lost
888,568,Keyboard Poor,Access Card,2024-09-02,Returned
889,568,Mobile Impact,Mobile,2024-05-28,Returned
890,569,Mac Ok,Monitor,2023-09-11,Returned
891,569,Mac Kitchen,Mac,2024-01-16,Lost
892,569,Access Card Rule,Access Card,2024-11-08,Lost
893,570,Mobile Seem,Access Card,2023-10-07,Returned
894,570,Mouse Health,Monitor,2022-07-31,Issued
895,570,Access Card Program,Mac,2024-03-26,Returned
896,571,Mouse Ready,Keyboard,2023-05-15,Lost
897,571,Access Card Rich,Monitor,2023-01-13,Issued
898,573,Mac Way,Monitor,2025-03-22,Lost
899,573,Laptop Guy,Laptop,2023-07-04,Returned
900,573,Mac Understand,Laptop,2023-05-16,Lost
901,574,Mobile Already,Monitor,2024-06-23,Returned
902,574,Monitor Site,Keyboard,2024-09-07,Issued
903,574,Mac Energy,Keyboard,2025-01-03,Returned
904,575,Monitor Public,Access Card,2022-12-05,Returned
905,575,Access Card Direction,Mobile,2024-02-18,Returned
906,576,Mobile First,Mouse,2023-01-10,Issued
907,576,Mobile Former,Access Card,2024-12-13,Lost
908,578,Laptop Walk,Monitor,2023-03-03,Returned
909,578,Access Card Also,Mouse,2022-10-28,Lost
910,578,Access Card Growth,Access Card,2023-09-22,Issued
911,579,Keyboard Feeling,Keyboard,2024-06-03,Returned
912,579,Mouse Continue,Mac,2024-07-06,Issued
913,579,Keyboard Pull,Monitor,2025-02-05,Issued
914,580,Mouse Strategy,Mouse,2022-09-19,Lost
915,580,Laptop News,Mobile,2024-10-08,Issued
916,580,Monitor Region,Mac,2024-01-25,Issued
917,581,Monitor Act,Laptop,2024-12-13,Issued
918,581,Monitor Market,Laptop,2024-08-15,Returned
919,583,Mobile Least,Laptop,2024-10-30,Lost
920,583,Mobile Be,Monitor,2022-10-27,Lost
921,588,Keyboard Mrs,Mobile,2025-02-14,Issued
922,589,Keyboard Summer,Mouse,2023-08-01,Issued
923,589,Laptop Book,Keyboard,2024-07-24,Lost
924,590,Mac Again,Mac,2023-12-21,Lost
925,590,Keyboard Memory,Mouse,2024-03-29,Issued
926,592,Keyboard Measure,Keyboard,2024-12-06,Returned
927,592,Laptop Lawyer,Laptop,2023-07-08,Lost
928,592,Mouse Beyond,Mac,2023-02-06,Returned
929,593,Monitor Big,Mouse,2022-08-26,Returned
930,593,Laptop For,Mobile,2023-09-16,Issued
931,593,Mouse Administration,Mobile,2024-06-14,Lost
932,597,Mac Spend,Mac,2025-02-22,Returned
933,597,Mobile Factor,Mobile,2024-06-08,Issued
934,598,Mobile Drive,Mobile,2024-02-28,Issued
935,598,Access Card Off,Mobile,2025-04-19,Issued
936,602,Monitor Congress,Laptop,2024-01-28,Lost
937,602,Keyboard Loss,Monitor,2024-06-23,Issued
938,603,Mouse End,Monitor,2024-12-17,Lost
939,605,Mobile Return,Keyboard,2023-05-17,Returned
940,605,Mobile Site,Mouse,2024-09-07,Returned
941,605,Laptop Such,Keyboard,2024-06-22,Returned
942,606,Keyboard Spring,Mobile,2023-08-08,Returned
943,606,Mac Walk,Access Card,2023-09-09,Returned
944,606,Keyboard Trip,Mobile,2022-06-09,Issued
945,607,Keyboard Wrong,Mac,2022-09-25,Lost
946,607,Mouse Different,Monitor,2023-05-09,Lost
947,608,Laptop Sort,Mouse,2025-04-08,Lost
948,608,Monitor Keep,Mobile,2025-03-01,Lost
949,609,Keyboard Begin,Keyboard,2024-06-23,Issued
950,610,Access Card Voice,Mouse,2022-06-03,Returned
951,610,Keyboard During,Laptop,2022-12-09,Returned
952,610,Mouse Son,Access Card,2024-07-25,Issued
953,611,Mouse Art,Keyboard,2022-12-14,Issued
954,612,Mouse Catch,Monitor,2024-03-16,Returned
955,612,Keyboard Where,Monitor,2025-03-22,Lost
956,613,Laptop Success,Mouse,2023-09-24,Issued
957,613,Keyboard Red,Access Card,2024-04-19,Lost
958,615,Access Card Dog,Monitor,2024-09-18,Lost
959,615,Access Card Against,Mouse,2022-09-15,Issued
960,617,Monitor List,Mobile,2023-08-17,Issued
961,619,Mouse Program,Laptop,2024-08-04,Issued
962,620,Mobile Line,Laptop,2024-07-06,Lost
963,620,Monitor Member,Monitor,2024-07-01,Returned
964,621,Mobile Fill,Monitor,2023-09-16,Lost
965,621,Mobile Section,Mouse,2022-06-07,Lost
966,622,Laptop Bit,Mobile,2024-09-16,Issued
967,625,Laptop Morning,Mac,2022-09-25,Returned
968,626,Mouse Seek,Mac,2023-08-28,Issued
969,626,Access Card Produce,Access Card,2022-10-18,Lost
970,626,Monitor Bring,Access Card,2022-08-13,Issued
971,627,Laptop Mouth,Access Card,2024-01-26,Issued
972,628,Monitor Choice,Mobile,2023-11-15,Returned
973,628,Monitor Its,Mobile,2025-05-13,Returned
974,628,Mobile Maybe,Monitor,2023-11-04,Issued
975,631,Keyboard Second,Laptop,2023-02-19,Issued
976,631,Laptop Because,Monitor,2025-03-14,Lost
977,632,Laptop Exist,Mouse,2023-10-05,Issued
978,632,Mac Watch,Monitor,2023-08-06,Lost
979,632,Access Card Game,Keyboard,2024-04-26,Returned
980,633,Keyboard Nor,Mac,2024-09-26,Issued
981,633,Mouse Investment,Mouse,2022-06-30,Issued
982,633,Mouse Option,Monitor,2024-09-06,Returned
983,634,Monitor Figure,Mouse,2024-05-06,Returned
984,635,Mouse Guy,Monitor,2024-10-23,Returned
985,636,Mobile Pattern,Laptop,2022-09-09,Lost
986,636,Keyboard Majority,Access Card,2023-02-13,Lost
987,636,Mouse College,Laptop,2023-10-22,Issued
988,637,Mac Door,Mouse,2025-01-01,Lost
989,638,Mac Now,Monitor,2023-09-19,Lost
990,638,Mouse Each,Keyboard,2023-02-08,Returned
991,638,Mobile Recognize,Keyboard,2023-10-29,Lost
992,642,Keyboard Mother,Mouse,2023-11-13,Lost
993,642,Laptop Lead,Mac,2024-03-23,Lost
994,642,Mouse Lot,Mobile,2023-06-10,Lost
995,643,Monitor Behind,Keyboard,2024-04-21,Issued
996,644,Laptop Late,Laptop,2024-08-24,Issued
997,645,Mac Discussion,Mobile,2022-11-09,Returned
998,645,Monitor Present,Laptop,2023-08-01,Issued
999,646,Monitor Nor,Access Card,2023-05-04,Lost
1000,646,Laptop Describe,Laptop,2024-01-31,Returned
1001,649,Keyboard Evidence,Laptop,2023-07-19,Returned
1002,649,Mac Language,Monitor,2023-06-30,Lost
1003,650,Mac Sign,Mac,2022-07-09,Returned
1004,650,Access Card Senior,Mac,2024-08-22,Returned
1005,650,Mac Front,Keyboard,2024-04-19,Lost
1006,651,Monitor Rate,Mobile,2025-01-13,Issued
1007,651,Mac Station,Mobile,2022-10-08,Issued
1008,652,Keyboard Beat,Laptop,2024-09-15,Lost
1009,652,Monitor Would,Mac,2022-12-31,Lost
1010,652,Monitor Successful,Mouse,2022-07-29,Lost
1011,653,Laptop Young,Mac,2023-06-17,Returned
1012,653,Mac Attorney,Access Card,2023-06-12,Returned
1013,653,Keyboard Election,Mac,2023-02-28,Lost
