benefit_id,empID,benefit_name,benefit_value
938,621,Health Insurance,$1595
939,622,Health Insurance,$999
940,622,Gym Membership,$362
941,623,Paid Vacation,$1430
942,623,Health Insurance,$1718
943,624,Health Insurance,$206
944,624,Paid Vacation,$687
945,625,Stock Options,89 units
946,625,Paid Vacation,$923
947,628,Health Insurance,$1048
948,628,Health Insurance,$612
949,629,Transport Allowance,$1065
950,630,Gym Membership,$1374
951,630,Stock Options,23 units
952,631,Gym Membership,$1031
953,631,Transport Allowance,$655
954,632,Gym Membership,$376
955,632,Health Insurance,$1973
956,632,Health Insurance,$1816
957,633,Health Insurance,$806
958,633,Transport Allowance,$944
959,635,Gym Membership,$1714
960,635,Health Insurance,$645
961,636,Paid Vacation,$137
962,636,Gym Membership,$1754
963,636,Paid Vacation,$1266
964,637,Gym Membership,$172
965,637,Health Insurance,$1191
966,638,Stock Options,10 units
967,638,Health Insurance,$1751
968,638,Health Insurance,$833
969,639,Stock Options,93 units
970,640,Stock Options,98 units
971,640,Transport Allowance,$154
972,640,Health Insurance,$717
973,641,Paid Vacation,$1193
974,642,Stock Options,36 units
975,642,Stock Options,58 units
976,643,Transport Allowance,$1077
977,644,Health Insurance,$1664
978,644,Health Insurance,$507
979,644,Transport Allowance,$1047
980,647,Stock Options,89 units
981,647,Health Insurance,$1802
982,647,Stock Options,55 units
983,648,Gym Membership,$1050
984,648,Transport Allowance,$1391
985,648,Paid Vacation,$1542
986,649,Gym Membership,$1866
987,649,Gym Membership,$1285
988,649,Gym Membership,$604
989,652,Transport Allowance,$453
990,652,Paid Vacation,$896
991,652,Transport Allowance,$730
992,653,Gym Membership,$108
993,653,Health Insurance,$113
994,655,Health Insurance,$1546
995,655,Stock Options,73 units
996,656,Health Insurance,$835
997,656,Gym Membership,$309
998,657,Health Insurance,$1066
999,658,Transport Allowance,$1163
1000,658,Paid Vacation,$530
1001,658,Paid Vacation,$1969
1002,659,Paid Vacation,$108
1003,659,Gym Membership,$269
1004,660,Stock Options,98 units
1005,661,Transport Allowance,$207
1006,662,Transport Allowance,$270
1007,662,Transport Allowance,$935
1008,662,Stock Options,64 units
1009,663,Transport Allowance,$996
1010,663,Paid Vacation,$619
1011,663,Stock Options,13 units
1012,664,Gym Membership,$1957
1013,664,Transport Allowance,$1270
1014,664,Health Insurance,$1764
1015,665,Health Insurance,$790
1016,665,Gym Membership,$1995
1017,666,Health Insurance,$847
1018,666,Paid Vacation,$1149
1019,667,Transport Allowance,$1068
1020,667,Health Insurance,$656
1021,668,Transport Allowance,$437
1022,668,Gym Membership,$321
1023,669,Paid Vacation,$649
1024,669,Paid Vacation,$472
1025,669,Paid Vacation,$492
1026,671,Transport Allowance,$560
1027,671,Stock Options,41 units
1028,672,Health Insurance,$1136
1029,672,Health Insurance,$785
1030,673,Gym Membership,$401
1031,674,Gym Membership,$379
1032,674,Paid Vacation,$1119
1033,675,Transport Allowance,$1288
1034,675,Stock Options,31 units
1035,679,Paid Vacation,$1141
1036,679,Stock Options,29 units
1037,679,Health Insurance,$781
1038,680,Stock Options,16 units
1039,680,Transport Allowance,$250
1040,681,Transport Allowance,$412
1041,681,Transport Allowance,$1648
1042,682,Health Insurance,$1789
1043,683,Health Insurance,$1277
1044,683,Transport Allowance,$1038
1045,683,Stock Options,86 units
1046,687,Paid Vacation,$1498
1047,687,Paid Vacation,$172
1048,687,Gym Membership,$124
1049,688,Gym Membership,$203
1050,688,Stock Options,36 units
1051,688,Paid Vacation,$1394
1052,690,Gym Membership,$690
1053,690,Stock Options,12 units
1054,690,Gym Membership,$1087
1055,692,Gym Membership,$853
1056,692,Health Insurance,$643
1057,692,Transport Allowance,$1155
1058,693,Transport Allowance,$983
1059,693,Stock Options,61 units
1060,693,Health Insurance,$507
1061,694,Transport Allowance,$1392
1062,694,Stock Options,84 units
1063,694,Paid Vacation,$889
1064,695,Health Insurance,$998
1065,695,Paid Vacation,$1712
1066,698,Transport Allowance,$1610
1067,698,Health Insurance,$1895
1068,698,Stock Options,58 units
1069,699,Transport Allowance,$1845
1070,699,Health Insurance,$276
1071,699,Transport Allowance,$1567
1072,700,Health Insurance,$1081
1073,700,Paid Vacation,$1659
1074,700,Health Insurance,$265
1075,701,Transport Allowance,$528
1076,701,Stock Options,50 units
1077,702,Gym Membership,$437
1078,702,Paid Vacation,$100
1079,702,Stock Options,7 units
1080,704,Transport Allowance,$104
1081,704,Stock Options,83 units
1082,706,Gym Membership,$133
1083,707,Transport Allowance,$1843
1084,707,Transport Allowance,$1432
1085,708,Paid Vacation,$1019
1086,708,Health Insurance,$186
1087,709,Gym Membership,$429
1088,709,Stock Options,21 units
1089,709,Gym Membership,$1503
1090,710,Transport Allowance,$1976
1091,711,Health Insurance,$1961
1092,711,Stock Options,51 units
1093,711,Health Insurance,$568
1094,714,Health Insurance,$1914
1095,714,Stock Options,25 units
1096,716,Health Insurance,$447
1097,718,Gym Membership,$718
1098,718,Stock Options,74 units
1099,718,Health Insurance,$1046
1100,719,Stock Options,53 units
1101,721,Paid Vacation,$1036
1102,722,Health Insurance,$148
1103,722,Transport Allowance,$184
1104,723,Stock Options,100 units
1105,723,Health Insurance,$1055
1106,725,Health Insurance,$1531
1107,725,Paid Vacation,$1022
1108,726,Stock Options,94 units
1109,726,Health Insurance,$195
1110,726,Stock Options,66 units
1111,728,Health Insurance,$1216
1112,729,Gym Membership,$301
1113,729,Health Insurance,$727
1114,730,Health Insurance,$228
1115,730,Paid Vacation,$724
1116,731,Stock Options,48 units
1117,731,Paid Vacation,$237
1118,731,Paid Vacation,$648
1119,732,Paid Vacation,$387
1120,733,Gym Membership,$1713
1121,734,Paid Vacation,$499
1122,735,Gym Membership,$1180
1123,735,Paid Vacation,$1939
1124,737,Transport Allowance,$1126
1125,737,Paid Vacation,$1226
1126,738,Transport Allowance,$624
1127,738,Health Insurance,$662
1128,738,Health Insurance,$1668
1129,739,Transport Allowance,$1878
1130,739,Transport Allowance,$695
1131,739,Health Insurance,$1810
1132,740,Gym Membership,$931
1133,740,Gym Membership,$1863
1134,740,Stock Options,93 units
1135,741,Stock Options,21 units
1136,741,Paid Vacation,$607
1137,741,Transport Allowance,$162
1138,743,Paid Vacation,$117
1139,743,Paid Vacation,$1135
1140,743,Paid Vacation,$344
1141,744,Paid Vacation,$1364
1142,744,Stock Options,2 units
1143,744,Health Insurance,$899
1144,745,Gym Membership,$1814
1145,745,Stock Options,34 units
1146,746,Paid Vacation,$415
1147,747,Stock Options,70 units
1148,748,Stock Options,52 units
1149,749,Health Insurance,$1853
1150,751,Stock Options,94 units
1151,754,Health Insurance,$226
1152,754,Health Insurance,$485
1153,755,Paid Vacation,$1398
1154,755,Paid Vacation,$204
1155,755,Paid Vacation,$928
1156,756,Paid Vacation,$413
1157,756,Stock Options,34 units
1158,756,Health Insurance,$1114
1159,758,Gym Membership,$514
1160,758,Stock Options,39 units
1161,758,Transport Allowance,$1547
1162,760,Transport Allowance,$180
1163,760,Gym Membership,$626
1164,761,Gym Membership,$629
1165,761,Gym Membership,$1182
1166,763,Paid Vacation,$1153
1167,763,Paid Vacation,$434
1168,764,Health Insurance,$1722
1169,764,Transport Allowance,$231
1170,764,Gym Membership,$1517
1171,765,Health Insurance,$1517
1172,765,Stock Options,48 units
1173,766,Health Insurance,$252
1174,766,Health Insurance,$803
1175,766,Transport Allowance,$1744
1176,767,Health Insurance,$1368
1177,769,Stock Options,84 units
1178,769,Paid Vacation,$687
1179,770,Stock Options,42 units
1180,771,Stock Options,27 units
1181,771,Transport Allowance,$1576
1182,772,Health Insurance,$1647
1183,772,Gym Membership,$1189
1184,773,Gym Membership,$756
1185,773,Health Insurance,$163
1186,774,Paid Vacation,$1357
1187,774,Gym Membership,$1625
1188,775,Gym Membership,$794
1189,776,Paid Vacation,$1119
1190,776,Transport Allowance,$1902
1191,778,Paid Vacation,$494
1192,778,Health Insurance,$1872
1193,778,Health Insurance,$1815
1194,779,Stock Options,25 units
1195,779,Health Insurance,$1032
1196,780,Health Insurance,$221
1197,780,Transport Allowance,$1651
1198,780,Stock Options,79 units
1199,781,Paid Vacation,$854
1200,781,Health Insurance,$1194
1201,781,Health Insurance,$111
1202,783,Stock Options,100 units
1203,783,Stock Options,22 units
1204,783,Paid Vacation,$1847
1205,784,Paid Vacation,$1442
1206,784,Health Insurance,$163
1207,784,Health Insurance,$358
1208,785,Gym Membership,$1165
1209,785,Stock Options,18 units
1210,787,Health Insurance,$1346
1211,787,Paid Vacation,$913
1212,787,Stock Options,54 units
1213,788,Paid Vacation,$1088
1214,788,Gym Membership,$1041
1215,788,Transport Allowance,$913
1216,789,Transport Allowance,$1559
1217,789,Stock Options,81 units
1218,790,Gym Membership,$702
1219,792,Stock Options,8 units
1220,792,Gym Membership,$329
1221,794,Gym Membership,$1540
1222,794,Health Insurance,$889
1223,795,Gym Membership,$1941
1224,796,Paid Vacation,$1411
1225,797,Gym Membership,$1209
1226,798,Health Insurance,$229
1227,798,Health Insurance,$254
1228,798,Gym Membership,$935
1229,799,Health Insurance,$534
1230,799,Transport Allowance,$603
1231,799,Gym Membership,$166
1232,801,Paid Vacation,$1003
1233,801,Transport Allowance,$120
1234,802,Health Insurance,$648
1235,802,Transport Allowance,$1882
1236,802,Health Insurance,$562
1237,805,Health Insurance,$1781
1238,805,Transport Allowance,$622
1239,805,Health Insurance,$1456
1240,808,Stock Options,7 units
1241,809,Gym Membership,$309
1242,809,Transport Allowance,$238
1243,810,Paid Vacation,$1335
1244,810,Transport Allowance,$1198
1245,810,Health Insurance,$448
1246,812,Transport Allowance,$828
1247,812,Paid Vacation,$1188
1248,814,Transport Allowance,$1072
1249,816,Stock Options,13 units
1250,816,Transport Allowance,$787
1251,817,Gym Membership,$289
1252,817,Stock Options,61 units
1253,818,Health Insurance,$256
1254,820,Paid Vacation,$1902
1255,821,Transport Allowance,$1804
1256,821,Paid Vacation,$1802
1257,821,Transport Allowance,$1487
1258,822,Gym Membership,$1322
1259,822,Paid Vacation,$115
1260,824,Health Insurance,$1697
1261,826,Transport Allowance,$1211
1262,827,Transport Allowance,$151
1263,827,Stock Options,47 units
1264,828,Stock Options,7 units
1265,828,Paid Vacation,$1218
1266,829,Transport Allowance,$866
1267,829,Health Insurance,$177
1268,829,Gym Membership,$1196
1269,832,Stock Options,78 units
1270,832,Stock Options,80 units
1271,834,Gym Membership,$1835
1272,834,Transport Allowance,$470
1273,836,Gym Membership,$456
1274,838,Gym Membership,$853
1275,838,Gym Membership,$1460
1276,838,Health Insurance,$964
1277,840,Paid Vacation,$536
1278,844,Transport Allowance,$766
1279,844,Transport Allowance,$701
1280,844,Transport Allowance,$1150
1281,845,Gym Membership,$833
1282,846,Health Insurance,$873
1283,846,Gym Membership,$438
1284,847,Paid Vacation,$931
1285,849,Gym Membership,$1742
1286,849,Gym Membership,$1488
1287,849,Paid Vacation,$1777
1288,850,Gym Membership,$1092
1289,851,Gym Membership,$742
1290,852,Transport Allowance,$746
1291,852,Paid Vacation,$1201
1292,852,Paid Vacation,$357
1293,854,Stock Options,90 units
1294,854,Stock Options,59 units
1295,856,Health Insurance,$424
1296,856,Gym Membership,$509
1297,857,Transport Allowance,$248
1298,859,Health Insurance,$1969
1299,860,Stock Options,6 units
1300,860,Health Insurance,$1125
1301,860,Health Insurance,$1283
1302,861,Stock Options,83 units
1303,861,Transport Allowance,$479
1304,861,Gym Membership,$636
1305,863,Paid Vacation,$624
1306,863,Stock Options,60 units
1307,863,Health Insurance,$556
1308,864,Paid Vacation,$733
1309,864,Stock Options,86 units
1310,865,Gym Membership,$371
1311,865,Stock Options,81 units
1312,865,Gym Membership,$727
1313,866,Health Insurance,$1588
1314,866,Stock Options,38 units
1315,870,Stock Options,24 units
1316,871,Transport Allowance,$329
1317,872,Paid Vacation,$707
1318,873,Stock Options,28 units
1319,875,Health Insurance,$331
1320,876,Paid Vacation,$1763
1321,876,Paid Vacation,$1183
1322,876,Stock Options,33 units
1323,877,Paid Vacation,$844
1324,877,Transport Allowance,$1768
1325,880,Stock Options,12 units
1326,880,Stock Options,69 units
1327,881,Transport Allowance,$1443
1328,882,Health Insurance,$1870
1329,887,Health Insurance,$1457
1330,887,Health Insurance,$457
1331,887,Paid Vacation,$467
1332,888,Health Insurance,$246
1333,888,Health Insurance,$1499
1334,888,Stock Options,25 units
1335,891,Paid Vacation,$1887
1336,892,Transport Allowance,$341
1337,892,Transport Allowance,$403
1338,893,Stock Options,28 units
1339,893,Stock Options,80 units
1340,894,Health Insurance,$577
1341,895,Gym Membership,$1964
1342,895,Transport Allowance,$528
1343,897,Stock Options,5 units
1344,897,Stock Options,97 units
1345,897,Gym Membership,$1610
1346,898,Transport Allowance,$1771
1347,898,Transport Allowance,$134
1348,900,Transport Allowance,$1420
1349,900,Gym Membership,$1728
1350,901,Stock Options,6 units
1351,902,Stock Options,7 units
1352,902,Paid Vacation,$1109
1353,902,Health Insurance,$1576
1354,904,Gym Membership,$1098
1355,904,Gym Membership,$209
1356,906,Gym Membership,$593
1357,908,Gym Membership,$1568
1358,908,Paid Vacation,$1713
1359,908,Paid Vacation,$753
1360,909,Stock Options,29 units
1361,910,Paid Vacation,$232
1362,910,Stock Options,34 units
1363,912,Transport Allowance,$1505
1364,912,Paid Vacation,$1901
1365,913,Stock Options,18 units
1366,913,Stock Options,39 units
1367,915,Paid Vacation,$287
1368,915,Health Insurance,$1104
1369,915,Gym Membership,$1775
1370,916,Transport Allowance,$1989
1371,916,Paid Vacation,$981
1372,916,Transport Allowance,$1623
1373,917,Gym Membership,$1400
1374,917,Health Insurance,$1099
1375,917,Paid Vacation,$980
1376,918,Health Insurance,$1196
1377,918,Gym Membership,$374
1378,918,Gym Membership,$346
1379,919,Transport Allowance,$293
1380,921,Stock Options,96 units
1381,921,Paid Vacation,$550
1382,921,Gym Membership,$1865
1383,922,Health Insurance,$1771
1384,924,Stock Options,87 units
1385,924,Paid Vacation,$469
1386,924,Gym Membership,$1224
1387,926,Stock Options,19 units
1388,926,Stock Options,81 units
1389,927,Transport Allowance,$317
1390,927,Gym Membership,$302
1391,928,Transport Allowance,$737
1392,929,Transport Allowance,$1912
1393,929,Transport Allowance,$1868
1394,929,Health Insurance,$284
1395,930,Stock Options,35 units
1396,930,Paid Vacation,$1132
1397,930,Health Insurance,$1861
1398,931,Gym Membership,$369
1399,931,Gym Membership,$814
1400,933,Stock Options,29 units
1401,933,Stock Options,39 units
1402,934,Stock Options,3 units
1403,935,Gym Membership,$665
1404,935,Stock Options,86 units
1405,936,Paid Vacation,$769
1406,936,Health Insurance,$206
1407,936,Paid Vacation,$1370
1408,937,Paid Vacation,$102
1409,937,Stock Options,62 units
1410,937,Transport Allowance,$1788
1411,938,Health Insurance,$1310
1412,938,Stock Options,20 units
1413,938,Transport Allowance,$369
1414,939,Gym Membership,$710
1415,939,Health Insurance,$1481
1416,939,Health Insurance,$199
1417,940,Gym Membership,$422
1418,941,Transport Allowance,$1130
1419,941,Transport Allowance,$1524
1420,941,Gym Membership,$232
1421,942,Stock Options,4 units
1422,942,Stock Options,55 units
1423,942,Paid Vacation,$1867
1424,943,Health Insurance,$1841
1425,944,Health Insurance,$819
1426,945,Stock Options,49 units
1427,945,Health Insurance,$1101
1428,946,Gym Membership,$1980
1429,946,Stock Options,63 units
1430,947,Stock Options,80 units
1431,947,Stock Options,92 units
1432,948,Health Insurance,$1419
1433,948,Paid Vacation,$1430
1434,948,Stock Options,58 units
1435,949,Paid Vacation,$1209
1436,950,Transport Allowance,$388
1437,951,Stock Options,89 units
1438,951,Transport Allowance,$1981
1439,951,Gym Membership,$913
1440,952,Paid Vacation,$1668
1441,952,Health Insurance,$888
1442,952,Stock Options,10 units
1443,953,Health Insurance,$528
1444,953,Health Insurance,$1346
1445,954,Stock Options,75 units
1446,954,Gym Membership,$1827
1447,954,Transport Allowance,$1804
1448,956,Transport Allowance,$1237
1449,956,Transport Allowance,$1462
1450,957,Stock Options,36 units
1451,957,Transport Allowance,$1731
1452,957,Health Insurance,$1320
1453,961,Gym Membership,$428
1454,961,Health Insurance,$497
1455,961,Stock Options,26 units
1456,962,Paid Vacation,$1370
1457,962,Health Insurance,$1079
1458,963,Transport Allowance,$696
1459,965,Paid Vacation,$1326
1460,965,Health Insurance,$1916
1461,966,Paid Vacation,$1557
1462,966,Health Insurance,$754
1463,966,Gym Membership,$495
1464,967,Paid Vacation,$501
1465,968,Paid Vacation,$922
1466,968,Gym Membership,$1849
1467,969,Transport Allowance,$1377
1468,970,Stock Options,69 units
1469,971,Health Insurance,$1704
1470,971,Health Insurance,$1549
1471,972,Stock Options,40 units
1472,972,Health Insurance,$1505
1473,973,Paid Vacation,$1966
1474,974,Stock Options,89 units
1475,974,Transport Allowance,$1227
1476,974,Gym Membership,$229
1477,975,Paid Vacation,$1777
1478,976,Paid Vacation,$1592
1479,976,Transport Allowance,$1110
1480,977,Health Insurance,$806
1481,977,Stock Options,2 units
1482,978,Health Insurance,$276
1483,978,Paid Vacation,$1159
1484,978,Health Insurance,$880
1485,979,Paid Vacation,$988
1486,979,Stock Options,43 units
1487,979,Health Insurance,$122
1488,980,Transport Allowance,$1427
1489,981,Transport Allowance,$731
1490,981,Health Insurance,$1405
1491,982,Gym Membership,$1888
1492,982,Gym Membership,$1262
1493,983,Stock Options,8 units
1494,983,Gym Membership,$1313
1495,983,Gym Membership,$1331
1496,985,Paid Vacation,$1806
1497,986,Health Insurance,$670
1498,988,Stock Options,78 units
1499,988,Paid Vacation,$1545
1500,989,Paid Vacation,$1551
1501,989,Transport Allowance,$163
1502,989,Stock Options,70 units
1503,990,Paid Vacation,$427
1504,990,Gym Membership,$1584
1505,991,Stock Options,19 units
1506,995,Stock Options,24 units
1507,996,Stock Options,66 units
1508,997,Transport Allowance,$126
1509,997,Gym Membership,$1343
1510,998,Transport Allowance,$1490
1511,998,Health Insurance,$255
1512,998,Health Insurance,$510
1513,999,Transport Allowance,$961
1514,999,Transport Allowance,$1814
1515,999,Transport Allowance,$1424
1516,1000,Health Insurance,$1553
1517,1000,Transport Allowance,$524
1518,1000,Transport Allowance,$1126
