bonus_id,empID,hours_overtime,bonus_amount,bonus_date
872,579,6,6000,2024-07-01
873,579,10,10000,2024-08-19
874,580,3,3000,2024-06-28
875,581,9,9000,2024-09-24
876,581,3,3000,2024-11-21
877,581,9,9000,2025-04-12
878,582,9,9000,2024-10-02
879,582,5,5000,2025-01-06
880,583,9,9000,2024-07-27
881,583,3,3000,2024-08-17
882,583,3,3000,2024-08-23
883,584,3,3000,2025-01-14
884,584,4,4000,2024-11-27
885,585,5,5000,2024-12-13
886,587,6,6000,2025-05-18
887,587,5,5000,2025-05-02
888,587,2,2000,2025-05-25
889,588,2,2000,2025-05-08
890,588,5,5000,2025-02-27
891,588,3,3000,2024-05-27
892,589,1,1000,2025-02-10
893,589,4,4000,2024-08-27
894,591,10,10000,2024-06-17
895,592,5,5000,2024-07-30
896,592,3,3000,2025-03-10
897,592,3,3000,2025-03-16
898,594,5,5000,2024-09-06
899,595,3,3000,2025-02-06
900,595,1,1000,2024-09-26
901,596,8,8000,2024-10-09
902,598,4,4000,2025-02-05
903,598,2,2000,2025-01-28
904,598,4,4000,2025-01-23
905,599,9,9000,2024-06-13
906,600,7,7000,2025-03-28
907,600,5,5000,2024-11-17
908,601,1,1000,2025-01-26
909,601,10,10000,2025-01-05
910,601,3,3000,2025-03-13
911,602,6,6000,2025-03-11
912,602,6,6000,2024-07-18
913,602,6,6000,2025-04-14
914,603,6,6000,2024-11-16
915,603,8,8000,2025-01-09
916,604,3,3000,2025-03-04
917,604,10,10000,2025-02-23
918,604,4,4000,2024-12-04
919,605,7,7000,2024-09-13
920,605,10,10000,2024-07-05
921,606,4,4000,2024-12-03
922,606,1,1000,2024-09-19
923,607,7,7000,2025-04-24
924,607,4,4000,2024-11-10
925,607,7,7000,2024-08-23
926,608,1,1000,2025-02-04
927,608,1,1000,2024-08-30
928,609,7,7000,2024-10-04
929,610,8,8000,2024-07-30
930,610,7,7000,2024-08-01
931,610,5,5000,2024-09-10
932,611,5,5000,2024-12-23
933,611,4,4000,2024-07-09
934,612,2,2000,2024-09-27
935,612,3,3000,2024-12-11
936,614,6,6000,2025-05-22
937,614,10,10000,2025-02-20
938,614,3,3000,2024-07-28
939,615,2,2000,2025-03-20
940,615,3,3000,2024-12-12
941,616,8,8000,2024-11-07
942,617,10,10000,2024-10-26
943,619,5,5000,2024-06-29
944,619,7,7000,2024-11-20
945,620,6,6000,2024-07-15
946,620,3,3000,2024-07-01
947,620,9,9000,2025-02-19
948,621,4,4000,2024-06-23
949,621,7,7000,2024-12-15
950,621,5,5000,2025-01-18
951,622,2,2000,2024-06-06
952,622,4,4000,2024-09-05
953,622,3,3000,2024-12-13
954,623,5,5000,2024-11-03
955,623,7,7000,2024-10-15
956,624,4,4000,2024-11-01
957,625,4,4000,2024-07-15
958,625,7,7000,2024-07-15
959,626,5,5000,2025-01-01
960,628,8,8000,2024-12-28
961,629,2,2000,2025-02-13
962,629,10,10000,2024-07-25
963,629,5,5000,2025-01-14
964,630,5,5000,2024-08-05
965,631,1,1000,2024-08-15
966,631,8,8000,2024-07-16
967,632,4,4000,2025-03-07
968,633,4,4000,2024-07-26
969,633,5,5000,2024-07-23
970,634,6,6000,2025-02-07
971,635,5,5000,2024-05-28
972,635,5,5000,2024-06-12
973,635,9,9000,2025-03-24
974,636,9,9000,2024-07-16
975,636,6,6000,2025-01-23
976,637,9,9000,2025-05-09
977,637,3,3000,2025-02-01
978,637,6,6000,2024-11-16
979,638,2,2000,2025-05-17
980,638,7,7000,2025-05-21
981,639,6,6000,2024-07-02
982,640,4,4000,2024-10-08
983,643,4,4000,2024-11-06
984,643,9,9000,2025-01-23
985,643,2,2000,2025-01-16
986,646,7,7000,2024-11-22
987,646,1,1000,2025-03-08
988,646,3,3000,2025-05-12
989,648,2,2000,2024-06-07
990,648,9,9000,2025-01-08
991,649,4,4000,2024-11-23
992,650,10,10000,2025-03-28
993,650,5,5000,2024-08-24
994,650,3,3000,2024-09-29
995,651,8,8000,2025-01-30
996,651,5,5000,2024-07-10
997,651,10,10000,2024-06-28
998,652,3,3000,2024-12-24
999,652,5,5000,2025-02-28
1000,653,10,10000,2024-10-08
1001,653,10,10000,2024-09-01
1002,653,3,3000,2024-06-28
1003,654,5,5000,2025-03-16
1004,654,9,9000,2024-12-22
1005,655,7,7000,2024-08-18
1006,655,7,7000,2024-09-28
1007,655,1,1000,2024-06-26
1008,657,6,6000,2024-11-21
1009,657,5,5000,2025-03-12
1010,657,9,9000,2024-12-28
1011,658,4,4000,2025-04-27
1012,659,4,4000,2024-12-13
1013,659,8,8000,2025-04-23
1014,661,7,7000,2025-05-25
1015,661,9,9000,2024-10-28
1016,662,8,8000,2024-07-25
1017,662,5,5000,2024-11-01
1018,663,4,4000,2024-06-26
1019,663,3,3000,2024-06-01
1020,665,9,9000,2024-10-16
1021,665,7,7000,2024-11-22
1022,666,8,8000,2025-01-08
1023,666,5,5000,2024-06-23
1024,666,10,10000,2025-03-30
1025,668,4,4000,2025-01-01
1026,668,8,8000,2024-06-04
1027,669,8,8000,2025-03-29
1028,669,1,1000,2024-08-03
1029,669,7,7000,2025-04-03
1030,670,6,6000,2024-08-30
1031,670,7,7000,2025-05-05
1032,671,7,7000,2025-03-25
1033,671,3,3000,2024-08-15
1034,671,10,10000,2024-10-25
1035,672,3,3000,2024-08-11
1036,672,1,1000,2025-03-19
1037,672,7,7000,2024-06-12
1038,673,7,7000,2024-06-20
1039,673,8,8000,2024-11-24
1040,673,3,3000,2024-07-29
1041,675,4,4000,2024-12-19
1042,675,6,6000,2024-08-30
1043,677,6,6000,2025-05-25
1044,677,1,1000,2025-03-28
1045,678,3,3000,2024-09-29
1046,678,9,9000,2024-08-04
1047,680,3,3000,2024-11-03
1048,680,4,4000,2024-10-18
1049,682,5,5000,2024-11-29
1050,682,6,6000,2024-07-31
1051,683,8,8000,2025-03-22
1052,683,5,5000,2024-08-15
1053,685,3,3000,2025-02-23
1054,686,4,4000,2025-03-11
1055,686,4,4000,2024-07-03
1056,686,7,7000,2025-02-24
1057,687,8,8000,2025-02-26
1058,688,7,7000,2024-08-30
1059,688,8,8000,2024-09-03
1060,688,6,6000,2025-05-05
1061,689,4,4000,2024-07-25
1062,689,4,4000,2024-09-02
1063,690,5,5000,2025-04-04
1064,690,1,1000,2024-06-18
1065,692,8,8000,2024-09-02
1066,692,3,3000,2024-12-08
1067,695,7,7000,2025-03-02
1068,695,5,5000,2024-11-25
1069,695,10,10000,2024-11-24
1070,696,2,2000,2024-09-14
1071,697,9,9000,2024-11-14
1072,697,3,3000,2024-08-31
1073,697,2,2000,2025-03-03
1074,698,10,10000,2024-08-09
1075,698,1,1000,2025-04-03
1076,699,1,1000,2024-08-02
1077,700,5,5000,2024-07-28
1078,702,3,3000,2024-10-18
1079,702,9,9000,2024-06-13
1080,703,1,1000,2025-01-07
1081,703,5,5000,2024-10-11
1082,703,1,1000,2025-02-14
1083,704,5,5000,2024-11-21
1084,705,7,7000,2024-06-02
1085,705,7,7000,2024-09-06
1086,705,3,3000,2024-09-22
1087,707,9,9000,2024-10-05
1088,707,4,4000,2024-09-30
1089,707,4,4000,2024-06-20
1090,708,10,10000,2025-03-14
1091,708,10,10000,2025-05-01
1092,708,4,4000,2024-07-14
1093,709,5,5000,2024-07-25
1094,710,10,10000,2024-12-08
1095,710,1,1000,2024-08-06
1096,711,5,5000,2025-03-03
1097,711,10,10000,2024-12-08
1098,711,3,3000,2024-12-30
1099,712,8,8000,2025-04-20
1100,712,8,8000,2024-11-12
1101,713,5,5000,2024-08-25
1102,713,7,7000,2025-03-06
1103,713,6,6000,2024-12-13
1104,714,3,3000,2024-08-28
1105,714,4,4000,2024-11-23
1106,714,3,3000,2025-02-08
1107,715,2,2000,2024-10-27
1108,715,3,3000,2025-01-06
1109,716,7,7000,2024-10-23
1110,716,2,2000,2024-11-17
1111,717,4,4000,2024-11-15
1112,717,10,10000,2025-01-12
1113,718,4,4000,2024-10-23
1114,719,6,6000,2025-05-14
1115,719,1,1000,2024-11-21
1116,721,1,1000,2024-11-30
1117,722,7,7000,2024-08-24
1118,722,8,8000,2024-08-06
1119,722,10,10000,2024-06-28
1120,724,10,10000,2025-04-25
1121,724,8,8000,2024-10-27
1122,726,1,1000,2024-11-13
1123,727,9,9000,2024-10-13
1124,729,4,4000,2025-04-06
1125,731,1,1000,2024-12-08
1126,731,10,10000,2024-12-21
1127,733,4,4000,2024-08-27
1128,733,6,6000,2024-09-20
1129,733,10,10000,2024-11-12
1130,734,6,6000,2025-01-10
1131,734,8,8000,2025-01-23
1132,735,8,8000,2025-02-21
1133,735,2,2000,2024-10-26
1134,735,1,1000,2024-10-10
1135,737,5,5000,2024-10-02
1136,738,4,4000,2024-07-07
1137,738,4,4000,2025-02-05
1138,738,10,10000,2025-02-06
1139,740,6,6000,2024-12-09
1140,740,1,1000,2025-04-20
1141,742,5,5000,2024-11-02
1142,743,2,2000,2024-06-16
1143,743,3,3000,2025-03-01
1144,743,2,2000,2024-09-26
1145,744,7,7000,2024-09-26
1146,745,3,3000,2025-04-23
1147,746,5,5000,2025-02-02
1148,746,6,6000,2025-05-08
1149,746,9,9000,2025-02-01
1150,747,4,4000,2024-10-30
1151,747,4,4000,2025-05-13
1152,747,8,8000,2024-08-01
1153,748,7,7000,2025-05-18
1154,749,6,6000,2025-04-02
1155,750,1,1000,2024-08-19
1156,750,4,4000,2024-11-27
1157,750,10,10000,2025-01-23
1158,751,3,3000,2024-11-01
1159,751,5,5000,2025-02-02
1160,752,1,1000,2025-01-29
1161,752,6,6000,2025-04-03
1162,752,4,4000,2024-09-03
1163,753,6,6000,2024-07-03
1164,754,8,8000,2024-07-29
1165,754,5,5000,2024-12-06
1166,755,7,7000,2025-05-01
1167,758,5,5000,2024-06-26
1168,758,6,6000,2025-03-23
1169,759,5,5000,2024-08-06
1170,759,6,6000,2025-01-21
1171,760,8,8000,2024-06-14
1172,760,8,8000,2025-05-25
1173,761,4,4000,2024-09-29
1174,762,4,4000,2025-02-23
1175,762,6,6000,2025-02-10
1176,763,1,1000,2024-10-21
1177,763,5,5000,2025-02-05
1178,763,2,2000,2025-05-14
1179,764,6,6000,2024-12-29
1180,764,1,1000,2025-04-12
1181,764,8,8000,2025-04-10
1182,765,6,6000,2025-02-09
1183,765,2,2000,2025-05-06
1184,766,3,3000,2024-12-11
1185,766,2,2000,2024-07-21
1186,768,6,6000,2025-05-07
1187,768,1,1000,2024-10-11
1188,768,10,10000,2024-12-26
1189,769,5,5000,2024-06-04
1190,769,2,2000,2024-06-11
1191,769,10,10000,2025-05-02
1192,770,7,7000,2024-09-08
1193,771,9,9000,2025-01-25
1194,772,10,10000,2024-10-19
1195,773,2,2000,2025-01-25
1196,773,5,5000,2024-10-20
1197,773,2,2000,2025-01-21
1198,774,8,8000,2025-03-19
1199,774,6,6000,2024-08-11
1200,775,7,7000,2024-08-30
1201,776,1,1000,2025-03-04
1202,777,7,7000,2024-10-21
1203,777,1,1000,2025-02-07
1204,778,1,1000,2025-04-20
1205,778,6,6000,2024-12-08
1206,779,6,6000,2025-04-23
1207,779,2,2000,2024-07-01
1208,780,4,4000,2024-12-25
1209,782,10,10000,2025-05-20
1210,783,9,9000,2025-01-03
1211,783,10,10000,2024-10-11
1212,783,3,3000,2025-05-22
1213,784,4,4000,2025-03-02
1214,784,7,7000,2025-05-06
1215,785,4,4000,2024-06-09
1216,785,4,4000,2025-01-04
1217,785,7,7000,2025-05-18
1218,786,9,9000,2024-12-27
1219,786,8,8000,2024-12-04
1220,786,9,9000,2024-06-20
1221,787,1,1000,2024-12-07
1222,787,1,1000,2024-10-21
1223,788,3,3000,2024-07-06
1224,788,4,4000,2024-08-20
1225,789,6,6000,2024-08-22
1226,789,6,6000,2024-06-13
1227,790,3,3000,2024-06-09
1228,792,8,8000,2024-12-23
1229,792,6,6000,2025-05-20
1230,792,7,7000,2024-09-19
1231,793,3,3000,2024-07-18
1232,793,3,3000,2024-07-11
1233,793,10,10000,2025-05-09
1234,794,1,1000,2024-07-08
1235,794,7,7000,2024-07-27
1236,795,3,3000,2024-12-22
1237,795,8,8000,2024-06-08
1238,796,4,4000,2025-04-22
1239,796,6,6000,2024-10-24
1240,797,9,9000,2025-02-22
1241,798,8,8000,2024-10-26
1242,798,1,1000,2025-04-08
1243,798,1,1000,2025-03-01
1244,799,5,5000,2024-10-02
1245,799,4,4000,2025-01-15
1246,800,8,8000,2024-10-08
1247,800,3,3000,2025-02-16
1248,800,10,10000,2024-11-06
1249,803,1,1000,2025-05-16
1250,803,7,7000,2024-07-24
1251,804,9,9000,2024-10-20
1252,804,5,5000,2025-01-20
1253,805,10,10000,2024-11-23
1254,805,9,9000,2024-08-06
1255,807,5,5000,2025-04-22
1256,808,9,9000,2025-03-17
1257,808,8,8000,2025-05-23
1258,808,1,1000,2024-06-15
1259,810,5,5000,2025-03-26
1260,810,2,2000,2025-04-23
1261,810,1,1000,2025-04-10
1262,811,8,8000,2025-01-07
1263,811,8,8000,2024-12-01
1264,812,4,4000,2025-02-17
1265,813,1,1000,2024-10-18
1266,813,2,2000,2024-06-04
1267,813,10,10000,2025-01-10
1268,814,7,7000,2024-11-17
1269,815,9,9000,2025-01-16
1270,815,6,6000,2025-05-11
1271,815,6,6000,2024-12-05
1272,816,1,1000,2024-06-10
1273,817,4,4000,2024-10-12
1274,817,1,1000,2025-01-25
1275,817,5,5000,2025-01-12
1276,818,7,7000,2025-03-08
1277,819,2,2000,2025-05-19
1278,819,7,7000,2024-12-18
1279,820,4,4000,2024-08-09
1280,821,1,1000,2024-12-01
1281,823,5,5000,2024-09-09
1282,823,9,9000,2025-04-17
1283,823,1,1000,2024-09-15
1284,824,5,5000,2024-12-06
1285,825,3,3000,2025-01-15
1286,825,1,1000,2024-05-25
1287,826,2,2000,2024-11-09
1288,826,4,4000,2024-10-29
1289,826,2,2000,2024-06-26
1290,828,1,1000,2024-10-20
1291,829,1,1000,2024-12-15
1292,829,8,8000,2024-12-18
1293,829,2,2000,2024-10-12
1294,830,8,8000,2024-11-14
1295,830,7,7000,2024-10-21
1296,830,8,8000,2025-05-13
1297,831,10,10000,2024-07-29
1298,832,7,7000,2024-07-03
1299,832,8,8000,2025-01-11
1300,832,4,4000,2024-12-09
1301,833,5,5000,2025-03-31
1302,833,9,9000,2025-03-25
1303,837,1,1000,2024-08-10
1304,837,5,5000,2025-03-08
1305,837,9,9000,2025-01-14
1306,839,6,6000,2024-09-02
1307,840,2,2000,2025-02-28
1308,840,6,6000,2025-03-22
1309,840,7,7000,2024-08-18
1310,841,9,9000,2024-08-10
1311,842,8,8000,2024-11-02
1312,844,6,6000,2024-09-10
1313,845,7,7000,2025-02-21
1314,845,10,10000,2024-08-27
1315,846,5,5000,2024-10-29
1316,846,1,1000,2024-12-29
1317,847,3,3000,2025-04-14
1318,847,6,6000,2025-03-16
1319,848,1,1000,2025-02-12
1320,849,6,6000,2024-12-19
1321,850,3,3000,2025-03-19
1322,850,6,6000,2025-03-24
1323,850,6,6000,2024-12-15
1324,852,6,6000,2025-05-08
1325,852,7,7000,2025-02-07
1326,853,3,3000,2025-01-15
1327,853,3,3000,2024-12-14
1328,854,5,5000,2024-07-16
1329,855,7,7000,2025-05-16
1330,855,9,9000,2025-03-26
1331,856,7,7000,2024-10-16
1332,857,1,1000,2025-01-03
1333,857,6,6000,2025-05-08
1334,857,10,10000,2025-05-23
1335,858,8,8000,2024-06-13
1336,858,9,9000,2024-09-04
1337,859,3,3000,2025-03-16
1338,859,3,3000,2025-05-14
1339,860,7,7000,2025-03-31
1340,860,2,2000,2024-10-28
1341,860,9,9000,2025-02-27
1342,861,4,4000,2024-07-18
1343,861,5,5000,2024-08-06
1344,862,4,4000,2024-12-05
1345,862,3,3000,2024-06-29
1346,864,2,2000,2024-09-24
1347,864,7,7000,2025-03-28
1348,864,5,5000,2024-11-28
1349,865,5,5000,2024-07-27
1350,865,2,2000,2024-09-05
1351,865,3,3000,2024-06-23
1352,867,9,9000,2025-05-17
1353,867,8,8000,2025-04-11
1354,867,10,10000,2024-11-11
1355,868,1,1000,2024-09-14
1356,868,5,5000,2024-12-22
1357,869,1,1000,2025-05-02
1358,870,9,9000,2024-07-10
1359,870,5,5000,2024-07-20
1360,870,9,9000,2025-04-01
1361,872,5,5000,2024-07-20
1362,874,3,3000,2024-06-13
1363,874,1,1000,2024-06-16
1364,875,7,7000,2024-07-17
1365,876,8,8000,2024-08-17
1366,877,4,4000,2024-12-02
1367,879,3,3000,2024-11-13
1368,879,6,6000,2024-12-09
1369,879,3,3000,2025-04-10
1370,883,1,1000,2024-06-16
1371,883,4,4000,2024-08-15
1372,883,5,5000,2024-12-16
1373,884,1,1000,2025-03-09
1374,884,2,2000,2025-01-26
1375,885,5,5000,2024-11-05
1376,885,9,9000,2024-07-09
1377,888,2,2000,2024-09-23
1378,889,8,8000,2025-02-23
1379,891,3,3000,2024-06-03
1380,891,7,7000,2024-10-02
1381,895,6,6000,2024-12-01
1382,897,2,2000,2024-11-06
1383,897,3,3000,2024-07-01
1384,899,6,6000,2024-10-08
1385,900,10,10000,2025-02-15
1386,900,6,6000,2025-05-18
1387,900,9,9000,2024-10-30
1388,901,8,8000,2024-12-22
1389,901,10,10000,2024-05-28
1390,903,9,9000,2025-03-27
1391,903,5,5000,2024-09-06
1392,903,10,10000,2024-09-28
1393,904,3,3000,2024-07-23
1394,904,4,4000,2025-01-03
1395,905,1,1000,2025-02-22
1396,905,7,7000,2025-05-07
1397,905,10,10000,2024-11-04
1398,906,1,1000,2024-08-31
1399,907,8,8000,2024-07-07
1400,907,6,6000,2024-07-19
1401,908,8,8000,2025-02-20
1402,909,1,1000,2025-03-01
1403,909,6,6000,2024-09-01
1404,909,7,7000,2024-11-02
1405,911,6,6000,2025-02-21
1406,912,4,4000,2024-10-31
1407,912,1,1000,2025-01-11
1408,913,5,5000,2024-08-30
1409,914,6,6000,2025-02-15
1410,914,4,4000,2024-05-31
1411,915,5,5000,2024-11-20
1412,915,5,5000,2024-11-26
1413,916,1,1000,2024-07-13
1414,917,5,5000,2024-07-11
1415,917,3,3000,2025-04-09
1416,917,2,2000,2024-09-11
1417,918,2,2000,2025-01-14
1418,918,1,1000,2025-04-29
1419,919,7,7000,2024-06-17
1420,920,3,3000,2024-09-11
1421,920,9,9000,2024-12-04
1422,921,1,1000,2025-03-16
1423,922,1,1000,2024-07-12
1424,922,5,5000,2025-03-30
1425,923,3,3000,2024-12-19
1426,923,7,7000,2024-10-24
1427,923,2,2000,2025-02-28
1428,926,4,4000,2024-05-28
1429,926,10,10000,2025-02-27
1430,926,3,3000,2024-08-31
1431,928,2,2000,2024-07-31
1432,928,6,6000,2025-03-21
1433,932,8,8000,2024-11-16
1434,932,4,4000,2025-04-23
1435,934,7,7000,2025-03-26
1436,934,9,9000,2024-11-08
1437,934,8,8000,2024-06-01
1438,935,10,10000,2025-03-17
1439,936,9,9000,2025-01-10
1440,936,6,6000,2025-05-19
1441,937,2,2000,2024-08-19
1442,937,9,9000,2024-08-20
1443,937,5,5000,2025-01-03
1444,938,4,4000,2025-01-27
1445,939,2,2000,2024-11-18
1446,940,6,6000,2024-09-04
1447,940,2,2000,2024-07-20
1448,941,1,1000,2025-05-03
1449,941,4,4000,2025-03-03
1450,944,10,10000,2025-05-03
1451,944,10,10000,2025-02-20
1452,944,3,3000,2024-12-30
1453,945,9,9000,2025-02-28
1454,946,1,1000,2024-07-01
1455,947,10,10000,2024-07-26
1456,947,4,4000,2024-09-09
1457,949,10,10000,2024-09-17
1458,949,1,1000,2024-10-10
1459,949,7,7000,2025-02-14
1460,952,3,3000,2025-03-19
1461,952,1,1000,2024-12-31
1462,953,8,8000,2024-06-06
1463,953,1,1000,2025-04-19
1464,953,9,9000,2025-03-24
1465,956,8,8000,2024-11-14
1466,956,3,3000,2025-01-22
1467,959,8,8000,2025-02-05
1468,959,3,3000,2025-01-01
1469,959,8,8000,2025-05-14
1470,960,4,4000,2024-06-24
1471,960,8,8000,2024-06-18
1472,961,2,2000,2024-10-03
1473,961,4,4000,2024-06-17
1474,961,4,4000,2024-09-01
1475,962,5,5000,2024-11-20
1476,962,4,4000,2025-03-27
1477,962,3,3000,2024-11-30
1478,964,4,4000,2024-09-02
1479,964,2,2000,2024-09-27
1480,965,2,2000,2024-12-17
1481,966,10,10000,2024-06-03
1482,966,6,6000,2025-01-12
1483,967,5,5000,2024-11-19
1484,967,8,8000,2025-05-18
1485,967,8,8000,2024-07-31
1486,968,1,1000,2024-07-25
1487,968,3,3000,2024-06-17
1488,970,6,6000,2025-03-27
1489,970,6,6000,2024-08-09
1490,970,2,2000,2024-08-24
1491,971,2,2000,2024-12-20
1492,971,5,5000,2025-02-22
1493,971,7,7000,2024-10-28
1494,972,1,1000,2024-08-19
1495,972,7,7000,2024-12-18
1496,973,10,10000,2024-10-03
1497,973,5,5000,2024-09-20
1498,973,10,10000,2024-07-05
1499,974,6,6000,2025-02-14
1500,975,5,5000,2025-03-21
1501,976,3,3000,2024-12-05
1502,977,6,6000,2024-07-25
1503,978,3,3000,2024-10-27
1504,978,7,7000,2024-05-28
1505,978,1,1000,2024-11-28
1506,979,5,5000,2025-03-02
1507,979,2,2000,2025-02-19
1508,979,4,4000,2025-03-22
1509,980,3,3000,2025-01-30
1510,981,2,2000,2025-05-25
1511,981,2,2000,2024-05-30
1512,982,3,3000,2024-06-29
1513,982,4,4000,2024-11-27
1514,982,10,10000,2024-07-22
1515,983,3,3000,2025-04-24
1516,983,6,6000,2025-03-06
1517,983,8,8000,2024-11-11
1518,985,9,9000,2024-10-29
1519,985,2,2000,2025-03-19
1520,986,1,1000,2024-09-29
1521,986,6,6000,2024-12-09
1522,987,8,8000,2024-10-20
1523,988,7,7000,2024-08-23
1524,989,3,3000,2025-02-19
1525,989,10,10000,2024-12-05
1526,989,7,7000,2025-01-19
1527,990,7,7000,2024-06-24
1528,991,4,4000,2024-07-31
1529,994,3,3000,2025-01-01
1530,994,7,7000,2024-12-18
1531,994,6,6000,2025-03-23
1532,995,1,1000,2024-08-21
1533,995,4,4000,2024-08-04
1534,995,3,3000,2025-02-28
1535,996,6,6000,2025-04-12
1536,996,4,4000,2024-06-17
1537,996,9,9000,2025-02-25
1538,997,3,3000,2024-11-10
1539,998,1,1000,2024-09-21
1540,998,8,8000,2025-02-07
1541,999,1,1000,2024-07-24
1542,999,10,10000,2025-02-17
