leave_id,empID,leave_type,start_date,end_date,status
521,246,Paid,2025-03-03,2025-03-11,Pending
522,247,Unpaid,2025-03-27,2025-04-06,Rejected
523,248,Casual,2025-11-25,2025-11-28,Approved
524,248,Paid,2025-08-25,2025-09-03,Pending
525,250,Casual,2025-01-25,2025-01-29,Approved
526,250,Unpaid,2025-01-19,2025-01-25,Approved
527,250,Casual,2025-10-07,2025-10-13,Approved
528,251,Casual,2025-06-19,2025-06-28,Pending
529,251,Paid,2025-05-23,2025-05-27,Approved
530,251,Sick,2025-07-13,2025-07-20,Pending
531,251,Casual,2025-12-08,2025-12-14,Pending
532,252,Unpaid,2025-09-14,2025-09-22,Rejected
533,252,Sick,2025-03-15,2025-03-16,Pending
534,252,Casual,2025-07-18,2025-07-21,Rejected
535,252,Sick,2025-09-05,2025-09-13,Pending
536,253,Sick,2025-12-12,2025-12-22,Approved
537,253,Sick,2025-06-21,2025-06-30,Pending
538,254,Sick,2025-06-17,2025-06-27,Rejected
539,254,Sick,2025-03-30,2025-04-08,Approved
540,255,Casual,2025-09-24,2025-09-26,Rejected
541,255,Sick,2025-05-17,2025-05-23,Approved
542,255,Paid,2025-12-30,2026-01-08,Rejected
543,255,Casual,2025-02-07,2025-02-15,Rejected
544,256,Casual,2025-08-06,2025-08-14,Pending
545,256,Sick,2025-04-14,2025-04-20,Approved
546,256,Unpaid,2025-10-07,2025-10-14,Approved
547,258,Unpaid,2025-02-27,2025-03-09,Pending
548,258,Paid,2025-04-08,2025-04-09,Rejected
549,258,Unpaid,2025-07-02,2025-07-08,Rejected
550,259,Sick,2025-03-28,2025-04-05,Pending
551,259,Sick,2025-12-24,2025-12-30,Approved
552,259,Casual,2025-08-15,2025-08-21,Rejected
553,259,Unpaid,2025-06-17,2025-06-27,Pending
554,260,Casual,2025-01-10,2025-01-19,Rejected
555,260,Sick,2025-01-29,2025-02-06,Approved
556,260,Paid,2025-02-02,2025-02-06,Approved
557,261,Sick,2025-01-16,2025-01-19,Pending
558,261,Sick,2025-10-18,2025-10-28,Approved
559,262,Paid,2025-01-19,2025-01-29,Approved
560,262,Paid,2025-07-24,2025-07-29,Pending
561,262,Paid,2025-06-26,2025-07-03,Rejected
562,264,Paid,2025-05-18,2025-05-25,Rejected
563,264,Unpaid,2025-12-20,2025-12-24,Approved
564,265,Paid,2025-10-19,2025-10-20,Pending
565,265,Sick,2025-12-11,2025-12-16,Approved
566,266,Unpaid,2025-05-19,2025-05-27,Approved
567,267,Unpaid,2025-05-02,2025-05-09,Rejected
568,268,Unpaid,2025-03-08,2025-03-12,Rejected
569,268,Sick,2025-06-28,2025-06-30,Pending
570,268,Unpaid,2025-08-24,2025-08-27,Rejected
571,268,Unpaid,2025-02-21,2025-03-03,Rejected
572,269,Casual,2025-04-07,2025-04-15,Approved
573,269,Sick,2025-05-01,2025-05-04,Pending
574,272,Casual,2025-03-24,2025-03-29,Approved
575,272,Casual,2025-05-03,2025-05-12,Rejected
576,272,Sick,2025-05-09,2025-05-18,Approved
577,273,Paid,2025-10-29,2025-11-06,Approved
578,274,Sick,2025-05-11,2025-05-20,Approved
579,274,Casual,2025-08-15,2025-08-22,Pending
580,275,Casual,2025-09-02,2025-09-04,Rejected
581,275,Unpaid,2025-04-22,2025-05-02,Rejected
582,276,Unpaid,2025-09-14,2025-09-18,Rejected
583,277,Casual,2025-07-07,2025-07-10,Rejected
584,277,Casual,2025-04-26,2025-05-05,Approved
585,277,Sick,2025-03-04,2025-03-06,Approved
586,277,Casual,2025-06-08,2025-06-18,Rejected
587,278,Paid,2025-08-01,2025-08-09,Pending
588,278,Unpaid,2025-07-15,2025-07-24,Approved
589,278,Sick,2025-10-15,2025-10-22,Approved
590,279,Paid,2025-02-26,2025-03-02,Approved
591,279,Unpaid,2025-12-14,2025-12-17,Pending
592,280,Unpaid,2025-03-09,2025-03-11,Rejected
593,280,Casual,2025-10-25,2025-10-27,Pending
594,281,Casual,2025-10-03,2025-10-10,Approved
595,281,Sick,2025-08-20,2025-08-29,Approved
596,281,Casual,2025-07-11,2025-07-17,Rejected
597,281,Paid,2025-05-21,2025-05-24,Pending
598,283,Paid,2025-09-22,2025-09-24,Pending
599,283,Unpaid,2025-03-27,2025-03-28,Approved
600,283,Unpaid,2025-04-06,2025-04-09,Approved
601,283,Unpaid,2025-03-06,2025-03-12,Rejected
602,284,Casual,2025-07-02,2025-07-12,Pending
603,284,Sick,2025-03-26,2025-03-31,Pending
604,284,Unpaid,2025-01-11,2025-01-20,Rejected
605,285,Unpaid,2025-07-14,2025-07-16,Approved
606,286,Unpaid,2025-12-27,2026-01-05,Rejected
607,286,Unpaid,2025-10-18,2025-10-25,Rejected
608,286,Paid,2025-09-30,2025-10-07,Rejected
609,287,Sick,2025-01-31,2025-02-04,Rejected
610,287,Paid,2025-05-11,2025-05-17,Approved
611,287,Sick,2025-06-02,2025-06-04,Pending
612,287,Casual,2025-08-15,2025-08-23,Pending
613,288,Unpaid,2025-10-03,2025-10-06,Approved
614,288,Casual,2025-02-21,2025-02-23,Rejected
615,289,Casual,2025-11-16,2025-11-24,Rejected
616,289,Unpaid,2025-08-05,2025-08-06,Pending
617,289,Sick,2025-03-01,2025-03-08,Rejected
618,290,Unpaid,2025-07-09,2025-07-12,Approved
619,290,Sick,2025-05-12,2025-05-19,Pending
620,290,Unpaid,2025-03-27,2025-04-05,Approved
621,290,Sick,2025-02-03,2025-02-06,Approved
622,291,Paid,2025-04-23,2025-04-26,Pending
623,291,Casual,2025-08-27,2025-08-29,Rejected
624,291,Casual,2025-08-31,2025-09-10,Approved
625,293,Sick,2025-06-28,2025-06-30,Pending
626,293,Casual,2025-02-08,2025-02-11,Pending
627,294,Casual,2025-12-17,2025-12-20,Approved
628,294,Unpaid,2025-12-19,2025-12-25,Approved
629,294,Unpaid,2025-07-01,2025-07-09,Pending
630,295,Unpaid,2025-08-17,2025-08-18,Rejected
631,295,Casual,2025-08-03,2025-08-13,Pending
632,295,Casual,2025-03-07,2025-03-08,Rejected
633,295,Sick,2025-01-27,2025-02-05,Pending
634,296,Casual,2025-09-03,2025-09-11,Pending
635,296,Paid,2025-04-06,2025-04-11,Rejected
636,296,Unpaid,2025-08-30,2025-09-08,Rejected
637,297,Unpaid,2025-12-06,2025-12-11,Approved
638,297,Casual,2025-09-10,2025-09-20,Approved
639,297,Casual,2025-12-05,2025-12-14,Rejected
640,298,Paid,2025-01-02,2025-01-03,Pending
641,298,Paid,2025-08-23,2025-09-01,Rejected
642,299,Paid,2025-10-08,2025-10-16,Pending
643,299,Sick,2025-03-25,2025-03-28,Approved
644,299,Paid,2025-06-19,2025-06-25,Rejected
645,300,Sick,2025-01-05,2025-01-12,Approved
646,301,Paid,2025-03-23,2025-03-24,Rejected
647,301,Unpaid,2025-10-12,2025-10-13,Approved
648,301,Casual,2025-06-08,2025-06-15,Pending
649,301,Casual,2025-01-27,2025-01-29,Approved
650,302,Sick,2025-09-06,2025-09-10,Pending
651,303,Casual,2025-10-06,2025-10-07,Rejected
652,305,Sick,2025-06-19,2025-06-23,Pending
653,305,Paid,2025-09-10,2025-09-17,Approved
654,305,Sick,2025-02-24,2025-02-26,Approved
655,305,Casual,2025-10-13,2025-10-22,Approved
656,307,Unpaid,2025-07-24,2025-07-31,Approved
657,308,Unpaid,2025-10-11,2025-10-17,Approved
658,309,Paid,2025-11-18,2025-11-21,Pending
659,309,Unpaid,2025-05-10,2025-05-13,Rejected
660,311,Paid,2025-08-05,2025-08-11,Rejected
661,311,Paid,2025-12-08,2025-12-11,Pending
662,311,Casual,2025-08-26,2025-08-27,Pending
663,312,Casual,2025-04-15,2025-04-21,Rejected
664,312,Sick,2025-03-07,2025-03-09,Rejected
665,312,Unpaid,2025-09-27,2025-10-06,Pending
666,312,Paid,2025-03-10,2025-03-16,Approved
667,313,Unpaid,2025-03-24,2025-03-25,Approved
668,314,Sick,2025-07-15,2025-07-19,Pending
669,314,Unpaid,2025-02-27,2025-03-04,Rejected
670,315,Casual,2025-03-03,2025-03-11,Pending
671,316,Paid,2025-07-16,2025-07-24,Approved
672,317,Paid,2025-10-16,2025-10-22,Rejected
673,317,Unpaid,2025-02-24,2025-03-01,Approved
674,317,Sick,2025-04-02,2025-04-06,Rejected
675,317,Sick,2025-04-08,2025-04-11,Rejected
676,319,Sick,2025-06-18,2025-06-23,Approved
677,319,Casual,2025-03-27,2025-03-29,Pending
678,319,Sick,2025-09-24,2025-09-27,Pending
679,320,Sick,2025-01-18,2025-01-23,Approved
680,320,Sick,2025-01-21,2025-01-22,Rejected
681,320,Casual,2025-07-18,2025-07-24,Pending
682,320,Unpaid,2025-07-14,2025-07-22,Approved
683,321,Unpaid,2025-07-16,2025-07-25,Pending
684,321,Sick,2025-02-20,2025-02-24,Rejected
685,322,Casual,2025-04-07,2025-04-14,Approved
686,322,Sick,2025-07-29,2025-08-05,Approved
687,323,Casual,2025-08-22,2025-08-27,Approved
688,323,Paid,2025-11-13,2025-11-23,Rejected
689,324,Unpaid,2025-01-21,2025-01-31,Pending
690,324,Paid,2025-10-25,2025-10-28,Approved
691,324,Paid,2025-12-28,2025-12-30,Rejected
692,324,Sick,2025-08-28,2025-08-29,Rejected
693,326,Paid,2025-01-05,2025-01-10,Rejected
694,326,Sick,2025-05-07,2025-05-14,Pending
695,326,Sick,2025-05-19,2025-05-21,Approved
696,326,Casual,2025-02-13,2025-02-19,Pending
697,327,Paid,2025-04-17,2025-04-18,Pending
698,327,Casual,2025-02-08,2025-02-14,Rejected
699,327,Unpaid,2025-06-26,2025-07-02,Rejected
700,328,Sick,2025-05-27,2025-06-05,Pending
701,329,Sick,2025-05-18,2025-05-23,Pending
702,329,Unpaid,2025-08-23,2025-08-30,Pending
703,330,Casual,2025-05-30,2025-06-03,Rejected
704,330,Paid,2025-05-23,2025-05-29,Pending
705,330,Unpaid,2025-01-07,2025-01-17,Pending
706,330,Paid,2025-09-13,2025-09-18,Rejected
707,331,Sick,2025-01-16,2025-01-19,Pending
708,334,Paid,2025-12-02,2025-12-03,Rejected
709,334,Paid,2025-02-06,2025-02-09,Pending
710,335,Unpaid,2025-03-23,2025-03-30,Pending
711,335,Sick,2025-10-08,2025-10-13,Approved
712,335,Unpaid,2025-08-24,2025-09-01,Approved
713,335,Casual,2025-02-09,2025-02-16,Approved
714,336,Unpaid,2025-07-30,2025-08-01,Approved
715,337,Sick,2025-05-09,2025-05-15,Pending
716,337,Casual,2025-12-28,2025-12-30,Approved
717,338,Sick,2025-08-26,2025-08-29,Approved
718,339,Unpaid,2025-02-18,2025-02-25,Approved
719,339,Paid,2025-11-17,2025-11-20,Rejected
720,339,Unpaid,2025-02-15,2025-02-25,Approved
721,339,Unpaid,2025-06-16,2025-06-26,Approved
722,340,Unpaid,2025-03-09,2025-03-14,Approved
723,340,Unpaid,2025-10-23,2025-10-27,Rejected
724,340,Paid,2025-06-08,2025-06-15,Approved
725,341,Sick,2025-08-29,2025-09-03,Approved
726,341,Casual,2025-02-25,2025-02-27,Approved
727,341,Sick,2025-01-27,2025-01-28,Pending
728,341,Casual,2025-06-21,2025-06-22,Approved
729,343,Sick,2025-10-01,2025-10-02,Pending
730,343,Unpaid,2025-04-13,2025-04-15,Rejected
731,343,Paid,2025-09-30,2025-10-08,Rejected
732,343,Paid,2025-11-15,2025-11-18,Rejected
733,344,Paid,2025-12-11,2025-12-20,Rejected
734,344,Sick,2025-02-22,2025-03-03,Rejected
735,346,Casual,2025-07-19,2025-07-27,Pending
736,347,Sick,2025-02-05,2025-02-13,Rejected
737,347,Paid,2025-08-10,2025-08-17,Rejected
738,347,Casual,2025-10-30,2025-11-05,Pending
739,348,Casual,2025-10-26,2025-11-05,Pending
740,348,Paid,2025-02-11,2025-02-13,Pending
741,348,Casual,2025-11-05,2025-11-10,Pending
742,348,Unpaid,2025-07-17,2025-07-21,Rejected
743,349,Paid,2025-05-20,2025-05-29,Approved
744,350,Sick,2025-06-15,2025-06-21,Rejected
745,350,Casual,2025-02-14,2025-02-19,Pending
746,350,Paid,2025-07-08,2025-07-13,Approved
747,350,Sick,2025-01-25,2025-01-29,Rejected
748,351,Sick,2025-11-03,2025-11-06,Rejected
749,352,Sick,2025-09-29,2025-09-30,Approved
750,352,Sick,2025-01-07,2025-01-17,Pending
751,352,Paid,2025-08-04,2025-08-08,Rejected
752,353,Unpaid,2025-03-06,2025-03-08,Pending
753,353,Casual,2025-05-11,2025-05-13,Rejected
754,353,Unpaid,2025-04-20,2025-04-28,Approved
755,354,Unpaid,2025-10-28,2025-10-30,Approved
756,354,Sick,2025-09-20,2025-09-28,Pending
757,354,Sick,2025-02-26,2025-02-28,Pending
758,355,Unpaid,2025-11-08,2025-11-10,Rejected
759,356,Sick,2025-07-06,2025-07-07,Rejected
760,356,Casual,2025-03-02,2025-03-03,Approved
761,356,Casual,2025-01-12,2025-01-19,Pending
762,357,Unpaid,2025-01-13,2025-01-15,Pending
763,357,Paid,2025-02-19,2025-02-20,Rejected
764,357,Sick,2025-09-21,2025-10-01,Pending
765,359,Paid,2025-05-07,2025-05-13,Approved
766,360,Paid,2025-06-24,2025-06-30,Rejected
767,360,Sick,2025-10-17,2025-10-19,Approved
768,360,Unpaid,2025-12-14,2025-12-15,Approved
769,360,Paid,2025-09-30,2025-10-06,Rejected
770,361,Sick,2025-08-29,2025-09-03,Approved
771,361,Unpaid,2025-03-22,2025-03-23,Pending
772,361,Paid,2025-11-15,2025-11-20,Approved
773,362,Casual,2025-04-08,2025-04-12,Approved
774,362,Paid,2025-03-31,2025-04-01,Approved
775,362,Paid,2025-05-21,2025-05-26,Pending
776,364,Sick,2025-02-04,2025-02-05,Approved
777,364,Paid,2025-11-17,2025-11-21,Approved
778,364,Unpaid,2025-01-25,2025-02-02,Pending
779,365,Sick,2025-05-25,2025-06-04,Rejected
780,365,Casual,2025-09-07,2025-09-17,Pending
781,366,Paid,2025-02-15,2025-02-16,Approved
782,366,Sick,2025-03-24,2025-03-31,Rejected
783,366,Paid,2025-09-18,2025-09-24,Pending
784,367,Paid,2025-12-30,2025-12-31,Pending
785,367,Unpaid,2025-09-27,2025-10-07,Pending
786,368,Sick,2025-07-05,2025-07-07,Rejected
787,369,Paid,2025-12-18,2025-12-27,Rejected
788,369,Paid,2025-05-12,2025-05-22,Approved
789,370,Sick,2025-04-27,2025-05-07,Approved
790,370,Sick,2025-11-28,2025-12-03,Rejected
791,371,Unpaid,2025-09-22,2025-10-01,Approved
792,373,Paid,2025-10-06,2025-10-15,Rejected
793,373,Unpaid,2025-02-23,2025-02-26,Pending
794,373,Sick,2025-03-10,2025-03-11,Rejected
795,374,Unpaid,2025-08-09,2025-08-12,Rejected
796,375,Paid,2025-10-16,2025-10-23,Rejected
797,375,Casual,2025-04-15,2025-04-20,Pending
798,375,Paid,2025-07-13,2025-07-22,Approved
799,376,Paid,2025-04-11,2025-04-12,Approved
800,376,Unpaid,2025-05-17,2025-05-24,Rejected
801,376,Paid,2025-08-26,2025-08-27,Rejected
802,376,Sick,2025-11-02,2025-11-08,Rejected
803,377,Sick,2025-07-11,2025-07-21,Approved
804,377,Unpaid,2025-12-08,2025-12-09,Pending
805,377,Paid,2025-07-15,2025-07-21,Pending
806,378,Sick,2025-12-26,2025-12-27,Rejected
807,379,Casual,2025-06-19,2025-06-28,Pending
808,380,Casual,2025-10-22,2025-10-28,Approved
809,380,Unpaid,2025-05-27,2025-06-05,Rejected
810,380,Paid,2025-02-28,2025-03-08,Approved
811,381,Sick,2025-10-04,2025-10-10,Rejected
812,381,Casual,2025-07-02,2025-07-07,Rejected
813,381,Unpaid,2025-12-20,2025-12-29,Approved
814,381,Unpaid,2025-12-14,2025-12-17,Approved
815,382,Paid,2025-01-23,2025-02-01,Rejected
816,382,Paid,2025-11-13,2025-11-16,Rejected
817,382,Unpaid,2025-02-07,2025-02-11,Approved
818,383,Paid,2025-12-06,2025-12-13,Pending
819,383,Sick,2025-02-04,2025-02-07,Pending
820,383,Unpaid,2025-03-04,2025-03-10,Approved
821,385,Casual,2025-11-24,2025-12-02,Approved
822,385,Unpaid,2025-02-03,2025-02-04,Rejected
823,385,Unpaid,2025-07-22,2025-07-25,Pending
824,386,Unpaid,2025-02-10,2025-02-16,Approved
825,386,Unpaid,2025-07-16,2025-07-22,Rejected
826,386,Casual,2025-06-12,2025-06-17,Approved
827,387,Paid,2025-11-16,2025-11-19,Approved
828,387,Casual,2025-01-29,2025-02-04,Pending
829,388,Paid,2025-08-02,2025-08-07,Pending
830,389,Paid,2025-12-13,2025-12-17,Approved
831,390,Unpaid,2025-02-18,2025-02-22,Approved
832,391,Casual,2025-08-18,2025-08-24,Rejected
833,391,Unpaid,2025-04-17,2025-04-20,Rejected
834,392,Sick,2025-04-18,2025-04-23,Rejected
835,392,Unpaid,2025-10-14,2025-10-21,Pending
836,393,Paid,2025-09-06,2025-09-07,Approved
837,394,Sick,2025-06-29,2025-07-02,Approved
838,395,Sick,2025-04-30,2025-05-03,Approved
839,395,Sick,2025-03-09,2025-03-13,Approved
840,397,Casual,2025-02-24,2025-02-27,Pending
841,397,Sick,2025-10-11,2025-10-13,Pending
842,397,Paid,2025-06-23,2025-07-01,Approved
843,399,Paid,2025-12-12,2025-12-13,Pending
844,399,Casual,2025-03-07,2025-03-10,Rejected
845,399,Sick,2025-10-28,2025-11-05,Approved
846,399,Paid,2025-05-28,2025-06-02,Pending
847,400,Paid,2025-12-18,2025-12-24,Rejected
848,400,Sick,2025-12-22,2025-12-25,Rejected
849,400,Paid,2025-03-13,2025-03-21,Approved
850,401,Paid,2025-05-10,2025-05-19,Approved
851,401,Casual,2025-07-13,2025-07-19,Rejected
852,401,Casual,2025-11-08,2025-11-18,Approved
853,402,Casual,2025-05-02,2025-05-12,Rejected
854,402,Sick,2025-10-16,2025-10-22,Rejected
855,402,Unpaid,2025-11-03,2025-11-09,Approved
856,403,Paid,2025-08-13,2025-08-14,Rejected
857,404,Casual,2025-11-25,2025-12-04,Rejected
858,404,Sick,2025-02-09,2025-02-18,Rejected
859,404,Casual,2025-11-13,2025-11-17,Pending
860,404,Unpaid,2025-07-23,2025-07-28,Pending
861,405,Unpaid,2025-01-11,2025-01-21,Rejected
862,405,Paid,2025-09-02,2025-09-08,Pending
863,406,Casual,2025-01-21,2025-01-23,Rejected
864,406,Paid,2025-10-03,2025-10-13,Pending
865,406,Sick,2025-06-18,2025-06-19,Rejected
866,407,Unpaid,2025-07-05,2025-07-12,Pending
867,408,Unpaid,2025-06-22,2025-06-30,Approved
868,408,Casual,2025-09-11,2025-09-19,Pending
869,409,Casual,2025-05-08,2025-05-13,Rejected
870,409,Sick,2025-10-15,2025-10-19,Approved
871,409,Casual,2025-07-01,2025-07-07,Pending
872,410,Casual,2025-10-09,2025-10-12,Pending
873,411,Casual,2025-03-07,2025-03-10,Rejected
874,415,Unpaid,2025-08-04,2025-08-10,Pending
875,417,Paid,2025-01-09,2025-01-12,Approved
876,419,Sick,2025-11-09,2025-11-14,Pending
877,420,Unpaid,2025-06-02,2025-06-11,Approved
878,421,Paid,2025-10-29,2025-11-03,Rejected
879,422,Paid,2025-12-06,2025-12-10,Approved
880,422,Sick,2025-07-14,2025-07-24,Pending
881,422,Paid,2025-08-18,2025-08-27,Approved
882,422,Casual,2025-08-30,2025-09-03,Pending
883,423,Paid,2025-04-16,2025-04-22,Rejected
884,423,Paid,2025-12-27,2025-12-28,Rejected
885,423,Casual,2025-10-11,2025-10-18,Rejected
886,423,Casual,2025-07-14,2025-07-20,Pending
887,425,Unpaid,2025-10-11,2025-10-18,Rejected
888,425,Unpaid,2025-05-23,2025-05-29,Pending
889,425,Casual,2025-10-21,2025-10-31,Rejected
890,426,Sick,2025-04-21,2025-04-26,Rejected
891,426,Paid,2025-09-10,2025-09-15,Approved
892,426,Sick,2025-11-03,2025-11-11,Rejected
893,427,Paid,2025-12-09,2025-12-17,Approved
894,427,Sick,2025-11-07,2025-11-08,Rejected
895,427,Unpaid,2025-07-25,2025-07-30,Rejected
896,427,Paid,2025-06-28,2025-07-07,Rejected
897,428,Sick,2025-04-17,2025-04-21,Rejected
898,429,Sick,2025-11-25,2025-12-03,Approved
899,430,Paid,2025-01-19,2025-01-20,Approved
900,430,Paid,2025-02-05,2025-02-06,Pending
901,431,Sick,2025-01-17,2025-01-21,Approved
902,431,Casual,2025-09-12,2025-09-22,Rejected
903,432,Paid,2025-08-30,2025-09-06,Pending
904,432,Paid,2025-09-13,2025-09-21,Approved
905,434,Paid,2025-06-02,2025-06-09,Pending
906,435,Sick,2025-12-20,2025-12-22,Rejected
907,435,Casual,2025-09-30,2025-10-01,Pending
908,435,Unpaid,2025-11-04,2025-11-06,Rejected
909,435,Paid,2025-01-06,2025-01-08,Pending
910,436,Unpaid,2025-03-20,2025-03-22,Approved
911,436,Paid,2025-09-16,2025-09-26,Approved
912,436,Casual,2025-08-17,2025-08-26,Approved
913,437,Paid,2025-01-13,2025-01-18,Rejected
914,437,Casual,2025-08-19,2025-08-25,Rejected
915,437,Unpaid,2025-08-30,2025-09-05,Approved
916,437,Unpaid,2025-05-12,2025-05-18,Rejected
917,438,Casual,2025-12-30,2026-01-01,Approved
918,439,Unpaid,2025-11-15,2025-11-20,Pending
919,439,Paid,2025-11-23,2025-12-01,Rejected
920,441,Paid,2025-04-06,2025-04-12,Rejected
921,441,Sick,2025-05-12,2025-05-16,Pending
922,443,Unpaid,2025-10-31,2025-11-10,Pending
923,444,Paid,2025-04-08,2025-04-17,Pending
924,444,Casual,2025-12-24,2025-12-25,Approved
925,444,Sick,2025-06-30,2025-07-01,Approved
926,444,Casual,2025-01-23,2025-01-24,Pending
927,445,Unpaid,2025-07-05,2025-07-10,Rejected
928,447,Casual,2025-12-19,2025-12-20,Rejected
929,447,Casual,2025-07-24,2025-07-31,Pending
930,447,Sick,2025-08-08,2025-08-14,Pending
931,447,Casual,2025-08-31,2025-09-09,Pending
932,448,Sick,2025-01-24,2025-02-02,Pending
933,448,Paid,2025-04-02,2025-04-07,Approved
934,448,Paid,2025-09-01,2025-09-11,Approved
935,448,Sick,2025-01-07,2025-01-09,Approved
936,449,Sick,2025-01-25,2025-01-27,Pending
937,449,Casual,2025-07-12,2025-07-16,Approved
938,450,Unpaid,2025-03-13,2025-03-16,Pending
939,450,Casual,2025-07-16,2025-07-19,Pending
940,451,Unpaid,2025-04-16,2025-04-18,Approved
941,452,Unpaid,2025-05-30,2025-06-01,Pending
942,452,Casual,2025-12-03,2025-12-10,Approved
943,453,Paid,2025-10-06,2025-10-15,Pending
944,453,Unpaid,2025-10-05,2025-10-12,Pending
945,453,Paid,2025-03-13,2025-03-22,Pending
946,453,Sick,2025-06-16,2025-06-17,Rejected
947,454,Paid,2025-10-30,2025-11-08,Pending
948,454,Paid,2025-09-17,2025-09-18,Rejected
949,454,Sick,2025-09-02,2025-09-03,Pending
950,454,Casual,2025-05-08,2025-05-10,Pending
951,455,Unpaid,2025-07-22,2025-07-27,Pending
952,456,Casual,2025-05-21,2025-05-28,Rejected
953,456,Casual,2025-08-30,2025-09-08,Pending
954,456,Sick,2025-01-14,2025-01-22,Rejected
955,457,Unpaid,2025-07-03,2025-07-13,Approved
956,457,Sick,2025-02-10,2025-02-19,Rejected
957,457,Unpaid,2025-02-23,2025-02-27,Rejected
958,458,Sick,2025-12-27,2026-01-02,Pending
959,458,Paid,2025-05-22,2025-05-29,Approved
960,460,Sick,2025-04-25,2025-04-26,Approved
961,460,Paid,2025-11-20,2025-11-27,Approved
962,460,Sick,2025-06-22,2025-06-27,Rejected
963,460,Casual,2025-12-14,2025-12-24,Approved
964,461,Sick,2025-01-23,2025-01-30,Pending
965,461,Sick,2025-12-14,2025-12-23,Approved
966,461,Paid,2026-01-02,2026-01-03,Rejected
967,464,Paid,2025-03-21,2025-03-30,Pending
968,464,Casual,2025-12-12,2025-12-19,Approved
969,465,Casual,2025-08-18,2025-08-20,Approved
970,466,Casual,2025-11-13,2025-11-14,Approved
971,468,Casual,2025-03-16,2025-03-18,Rejected
972,468,Casual,2025-04-17,2025-04-22,Approved
973,470,Casual,2025-06-16,2025-06-17,Approved
974,471,Paid,2025-12-01,2025-12-09,Approved
975,471,Unpaid,2025-12-16,2025-12-21,Rejected
976,472,Paid,2025-08-20,2025-08-22,Pending
977,472,Unpaid,2025-09-07,2025-09-11,Approved
978,472,Casual,2025-11-16,2025-11-23,Approved
979,473,Casual,2025-09-19,2025-09-27,Pending
980,473,Paid,2025-04-23,2025-05-02,Rejected
981,473,Sick,2025-12-22,2025-12-30,Approved
982,474,Unpaid,2025-02-18,2025-02-25,Rejected
983,476,Casual,2025-04-23,2025-04-30,Approved
984,476,Paid,2025-12-19,2025-12-20,Rejected
985,476,Paid,2025-10-13,2025-10-21,Approved
986,476,Casual,2025-09-27,2025-10-01,Pending
987,478,Paid,2025-01-02,2025-01-09,Approved
988,479,Unpaid,2025-12-04,2025-12-13,Pending
989,481,Casual,2025-05-05,2025-05-07,Rejected
990,481,Paid,2025-04-28,2025-04-29,Approved
991,481,Sick,2025-10-25,2025-11-02,Rejected
992,481,Unpaid,2025-04-02,2025-04-03,Rejected
993,482,Casual,2025-06-18,2025-06-27,Pending
994,483,Casual,2025-01-23,2025-01-30,Approved
995,483,Paid,2025-03-12,2025-03-22,Approved
996,483,Unpaid,2025-04-09,2025-04-15,Approved
997,484,Paid,2025-05-17,2025-05-21,Rejected
998,485,Casual,2025-06-29,2025-07-01,Pending
999,485,Sick,2025-05-15,2025-05-17,Approved
1000,485,Paid,2025-07-19,2025-07-22,Rejected
1001,485,Casual,2025-03-14,2025-03-21,Rejected
1002,486,Paid,2025-10-08,2025-10-16,Rejected
1003,487,Unpaid,2025-03-11,2025-03-16,Rejected
1004,488,Casual,2025-07-12,2025-07-17,Approved
1005,488,Casual,2025-10-24,2025-11-02,Rejected
1006,490,Paid,2025-01-27,2025-02-06,Rejected
1007,490,Paid,2025-03-05,2025-03-13,Approved
1008,490,Sick,2025-04-26,2025-04-29,Approved
1009,491,Sick,2025-07-25,2025-08-03,Rejected
1010,493,Sick,2025-07-12,2025-07-16,Approved
1011,494,Casual,2025-05-19,2025-05-27,Approved
1012,494,Sick,2025-08-14,2025-08-19,Rejected
1013,496,Paid,2025-10-28,2025-11-01,Approved
1014,496,Paid,2025-01-20,2025-01-22,Rejected
1015,496,Sick,2025-09-25,2025-10-03,Pending
1016,497,Sick,2025-04-12,2025-04-13,Pending
1017,497,Sick,2025-08-18,2025-08-27,Pending
1018,497,Unpaid,2025-04-04,2025-04-10,Rejected
1019,497,Paid,2025-07-22,2025-07-27,Rejected
1020,498,Unpaid,2025-06-01,2025-06-03,Rejected
1021,498,Sick,2025-11-03,2025-11-12,Pending
1022,498,Casual,2025-11-18,2025-11-25,Approved
1023,498,Paid,2025-01-06,2025-01-08,Rejected
1024,500,Paid,2025-05-13,2025-05-20,Approved
1025,500,Sick,2025-10-19,2025-10-25,Approved
1026,501,Sick,2025-08-29,2025-09-05,Approved
1027,501,Paid,2025-04-29,2025-05-08,Rejected
1028,501,Casual,2025-01-19,2025-01-20,Approved
1029,502,Unpaid,2026-01-01,2026-01-02,Approved
1030,502,Unpaid,2025-12-19,2025-12-20,Rejected
1031,502,Sick,2025-12-27,2026-01-06,Pending
1032,504,Paid,2025-02-04,2025-02-07,Approved
1033,505,Unpaid,2025-05-29,2025-05-30,Approved
1034,505,Casual,2025-01-19,2025-01-22,Approved
1035,507,Unpaid,2025-10-06,2025-10-16,Rejected
1036,507,Unpaid,2025-12-15,2025-12-24,Rejected
1037,507,Paid,2025-12-12,2025-12-15,Pending
1038,507,Casual,2025-12-16,2025-12-20,Approved
1039,508,Unpaid,2025-12-17,2025-12-19,Pending
