attendance_id,empID,date,status
45606,606,2025-01-15,Leave
45607,607,2025-01-15,Present
45608,608,2025-01-15,Present
45609,609,2025-01-15,Present
45610,610,2025-01-15,Half Day
45611,611,2025-01-15,Half Day
45612,612,2025-01-15,Leave
45613,613,2025-01-15,Present
45614,614,2025-01-15,Present
45615,615,2025-01-15,Half Day
45616,616,2025-01-15,Half Day
45617,617,2025-01-15,Leave
45618,618,2025-01-15,Present
45619,619,2025-01-15,Half Day
45620,620,2025-01-15,Present
45621,621,2025-01-15,Leave
45622,622,2025-01-15,Half Day
45623,623,2025-01-15,Half Day
45624,624,2025-01-15,Absent
45625,625,2025-01-15,Half Day
45626,626,2025-01-15,Leave
45627,627,2025-01-15,Present
45628,628,2025-01-15,Leave
45629,629,2025-01-15,Leave
45630,630,2025-01-15,Present
45631,631,2025-01-15,Leave
45632,632,2025-01-15,Half Day
45633,633,2025-01-15,Leave
45634,634,2025-01-15,Present
45635,635,2025-01-15,Leave
45636,636,2025-01-15,Present
45637,637,2025-01-15,Present
45638,638,2025-01-15,Present
45639,639,2025-01-15,Half Day
45640,640,2025-01-15,Present
45641,641,2025-01-15,Leave
45642,642,2025-01-15,Half Day
45643,643,2025-01-15,Present
45644,644,2025-01-15,Leave
45645,645,2025-01-15,Absent
45646,646,2025-01-15,Present
45647,647,2025-01-15,Present
45648,648,2025-01-15,Present
45649,649,2025-01-15,Present
45650,650,2025-01-15,Present
45651,651,2025-01-15,Leave
45652,652,2025-01-15,Half Day
45653,653,2025-01-15,Leave
45654,654,2025-01-15,Half Day
45655,655,2025-01-15,Present
45656,656,2025-01-15,Present
45657,657,2025-01-15,Leave
45658,658,2025-01-15,Present
45659,659,2025-01-15,Half Day
45660,660,2025-01-15,Leave
45661,661,2025-01-15,Present
45662,662,2025-01-15,Half Day
45663,663,2025-01-15,Half Day
45664,664,2025-01-15,Half Day
45665,665,2025-01-15,Half Day
45666,666,2025-01-15,Leave
45667,667,2025-01-15,Present
45668,668,2025-01-15,Leave
45669,669,2025-01-15,Present
45670,670,2025-01-15,Leave
45671,671,2025-01-15,Present
45672,672,2025-01-15,Leave
45673,673,2025-01-15,Present
45674,674,2025-01-15,Leave
45675,675,2025-01-15,Half Day
45676,676,2025-01-15,Present
45677,677,2025-01-15,Present
45678,678,2025-01-15,Present
45679,679,2025-01-15,Present
45680,680,2025-01-15,Present
45681,681,2025-01-15,Half Day
45682,682,2025-01-15,Present
45683,683,2025-01-15,Half Day
45684,684,2025-01-15,Half Day
45685,685,2025-01-15,Present
45686,686,2025-01-15,Present
45687,687,2025-01-15,Leave
45688,688,2025-01-15,Present
45689,689,2025-01-15,Leave
45690,690,2025-01-15,Half Day
45691,691,2025-01-15,Leave
45692,692,2025-01-15,Leave
45693,693,2025-01-15,Present
45694,694,2025-01-15,Half Day
45695,695,2025-01-15,Half Day
45696,696,2025-01-15,Leave
45697,697,2025-01-15,Half Day
45698,698,2025-01-15,Present
45699,699,2025-01-15,Present
45700,700,2025-01-15,Present
45701,701,2025-01-15,Present
45702,702,2025-01-15,Half Day
45703,703,2025-01-15,Half Day
45704,704,2025-01-15,Half Day
45705,705,2025-01-15,Present
45706,706,2025-01-15,Present
45707,707,2025-01-15,Present
45708,708,2025-01-15,Present
45709,709,2025-01-15,Present
45710,710,2025-01-15,Half Day
45711,711,2025-01-15,Half Day
45712,712,2025-01-15,Half Day
45713,713,2025-01-15,Leave
45714,714,2025-01-15,Present
45715,715,2025-01-15,Leave
45716,716,2025-01-15,Present
45717,717,2025-01-15,Present
45718,718,2025-01-15,Absent
45719,719,2025-01-15,Present
45720,720,2025-01-15,Present
45721,721,2025-01-15,Leave
45722,722,2025-01-15,Present
45723,723,2025-01-15,Present
45724,724,2025-01-15,Leave
45725,725,2025-01-15,Half Day
45726,726,2025-01-15,Half Day
45727,727,2025-01-15,Present
45728,728,2025-01-15,Absent
45729,729,2025-01-15,Leave
45730,730,2025-01-15,Half Day
45731,731,2025-01-15,Present
45732,732,2025-01-15,Leave
45733,733,2025-01-15,Present
45734,734,2025-01-15,Present
45735,735,2025-01-15,Half Day
45736,736,2025-01-15,Half Day
45737,737,2025-01-15,Present
45738,738,2025-01-15,Half Day
45739,739,2025-01-15,Present
45740,740,2025-01-15,Present
45741,741,2025-01-15,Absent
45742,742,2025-01-15,Present
45743,743,2025-01-15,Present
45744,744,2025-01-15,Leave
45745,745,2025-01-15,Present
45746,746,2025-01-15,Present
45747,747,2025-01-15,Leave
45748,748,2025-01-15,Leave
45749,749,2025-01-15,Present
45750,750,2025-01-15,Half Day
45751,751,2025-01-15,Half Day
45752,752,2025-01-15,Present
45753,753,2025-01-15,Present
45754,754,2025-01-15,Absent
45755,755,2025-01-15,Leave
45756,756,2025-01-15,Present
45757,757,2025-01-15,Present
45758,758,2025-01-15,Leave
45759,759,2025-01-15,Half Day
45760,760,2025-01-15,Present
45761,761,2025-01-15,Present
45762,762,2025-01-15,Half Day
45763,763,2025-01-15,Present
45764,764,2025-01-15,Present
45765,765,2025-01-15,Present
45766,766,2025-01-15,Present
45767,767,2025-01-15,Leave
45768,768,2025-01-15,Leave
45769,769,2025-01-15,Half Day
45770,770,2025-01-15,Present
45771,771,2025-01-15,Present
45772,772,2025-01-15,Half Day
45773,773,2025-01-15,Half Day
45774,774,2025-01-15,Present
45775,775,2025-01-15,Present
45776,776,2025-01-15,Present
45777,777,2025-01-15,Half Day
45778,778,2025-01-15,Half Day
45779,779,2025-01-15,Present
45780,780,2025-01-15,Half Day
45781,781,2025-01-15,Present
45782,782,2025-01-15,Leave
45783,783,2025-01-15,Leave
45784,784,2025-01-15,Half Day
45785,785,2025-01-15,Half Day
45786,786,2025-01-15,Leave
45787,787,2025-01-15,Present
45788,788,2025-01-15,Leave
45789,789,2025-01-15,Half Day
45790,790,2025-01-15,Half Day
45791,791,2025-01-15,Leave
45792,792,2025-01-15,Half Day
45793,793,2025-01-15,Leave
45794,794,2025-01-15,Absent
45795,795,2025-01-15,Present
45796,796,2025-01-15,Present
45797,797,2025-01-15,Present
45798,798,2025-01-15,Present
45799,799,2025-01-15,Present
45800,800,2025-01-15,Present
45801,801,2025-01-15,Leave
45802,802,2025-01-15,Present
45803,803,2025-01-15,Leave
45804,804,2025-01-15,Half Day
45805,805,2025-01-15,Present
45806,806,2025-01-15,Leave
45807,807,2025-01-15,Present
45808,808,2025-01-15,Present
45809,809,2025-01-15,Leave
45810,810,2025-01-15,Present
45811,811,2025-01-15,Half Day
45812,812,2025-01-15,Leave
45813,813,2025-01-15,Present
45814,814,2025-01-15,Present
45815,815,2025-01-15,Leave
45816,816,2025-01-15,Present
45817,817,2025-01-15,Absent
45818,818,2025-01-15,Leave
45819,819,2025-01-15,Half Day
45820,820,2025-01-15,Half Day
45821,821,2025-01-15,Half Day
45822,822,2025-01-15,Present
45823,823,2025-01-15,Half Day
45824,824,2025-01-15,Leave
45825,825,2025-01-15,Present
45826,826,2025-01-15,Absent
45827,827,2025-01-15,Half Day
45828,828,2025-01-15,Present
45829,829,2025-01-15,Present
45830,830,2025-01-15,Absent
45831,831,2025-01-15,Present
45832,832,2025-01-15,Half Day
45833,833,2025-01-15,Present
45834,834,2025-01-15,Leave
45835,835,2025-01-15,Half Day
45836,836,2025-01-15,Present
45837,837,2025-01-15,Present
45838,838,2025-01-15,Present
45839,839,2025-01-15,Present
45840,840,2025-01-15,Present
45841,841,2025-01-15,Present
45842,842,2025-01-15,Half Day
45843,843,2025-01-15,Half Day
45844,844,2025-01-15,Present
45845,845,2025-01-15,Half Day
45846,846,2025-01-15,Present
45847,847,2025-01-15,Half Day
45848,848,2025-01-15,Present
45849,849,2025-01-15,Present
45850,850,2025-01-15,Present
45851,851,2025-01-15,Present
45852,852,2025-01-15,Present
45853,853,2025-01-15,Present
45854,854,2025-01-15,Half Day
45855,855,2025-01-15,Half Day
45856,856,2025-01-15,Present
45857,857,2025-01-15,Present
45858,858,2025-01-15,Half Day
45859,859,2025-01-15,Present
45860,860,2025-01-15,Present
45861,861,2025-01-15,Half Day
45862,862,2025-01-15,Half Day
45863,863,2025-01-15,Leave
45864,864,2025-01-15,Present
45865,865,2025-01-15,Present
45866,866,2025-01-15,Leave
45867,867,2025-01-15,Absent
45868,868,2025-01-15,Half Day
45869,869,2025-01-15,Half Day
45870,870,2025-01-15,Leave
45871,871,2025-01-15,Present
45872,872,2025-01-15,Present
45873,873,2025-01-15,Leave
45874,874,2025-01-15,Present
45875,875,2025-01-15,Present
45876,876,2025-01-15,Half Day
45877,877,2025-01-15,Half Day
45878,878,2025-01-15,Absent
45879,879,2025-01-15,Absent
45880,880,2025-01-15,Half Day
45881,881,2025-01-15,Present
45882,882,2025-01-15,Present
45883,883,2025-01-15,Present
45884,884,2025-01-15,Leave
45885,885,2025-01-15,Leave
45886,886,2025-01-15,Present
45887,887,2025-01-15,Leave
45888,888,2025-01-15,Half Day
45889,889,2025-01-15,Leave
45890,890,2025-01-15,Half Day
45891,891,2025-01-15,Leave
45892,892,2025-01-15,Absent
45893,893,2025-01-15,Half Day
45894,894,2025-01-15,Half Day
45895,895,2025-01-15,Present
45896,896,2025-01-15,Present
45897,897,2025-01-15,Absent
45898,898,2025-01-15,Leave
45899,899,2025-01-15,Present
45900,900,2025-01-15,Half Day
45901,901,2025-01-15,Present
45902,902,2025-01-15,Present
45903,903,2025-01-15,Present
45904,904,2025-01-15,Present
45905,905,2025-01-15,Half Day
45906,906,2025-01-15,Present
45907,907,2025-01-15,Present
45908,908,2025-01-15,Half Day
45909,909,2025-01-15,Present
45910,910,2025-01-15,Present
45911,911,2025-01-15,Leave
45912,912,2025-01-15,Present
45913,913,2025-01-15,Half Day
45914,914,2025-01-15,Half Day
45915,915,2025-01-15,Half Day
45916,916,2025-01-15,Half Day
45917,917,2025-01-15,Present
45918,918,2025-01-15,Leave
45919,919,2025-01-15,Leave
45920,920,2025-01-15,Leave
45921,921,2025-01-15,Half Day
45922,922,2025-01-15,Present
45923,923,2025-01-15,Present
45924,924,2025-01-15,Leave
45925,925,2025-01-15,Present
45926,926,2025-01-15,Half Day
45927,927,2025-01-15,Half Day
45928,928,2025-01-15,Leave
45929,929,2025-01-15,Present
45930,930,2025-01-15,Absent
45931,931,2025-01-15,Leave
45932,932,2025-01-15,Half Day
45933,933,2025-01-15,Present
45934,934,2025-01-15,Leave
45935,935,2025-01-15,Present
45936,936,2025-01-15,Leave
45937,937,2025-01-15,Leave
45938,938,2025-01-15,Present
45939,939,2025-01-15,Absent
45940,940,2025-01-15,Present
45941,941,2025-01-15,Present
45942,942,2025-01-15,Half Day
45943,943,2025-01-15,Half Day
45944,944,2025-01-15,Present
45945,945,2025-01-15,Leave
45946,946,2025-01-15,Present
45947,947,2025-01-15,Leave
45948,948,2025-01-15,Leave
45949,949,2025-01-15,Half Day
45950,950,2025-01-15,Present
45951,951,2025-01-15,Present
45952,952,2025-01-15,Absent
45953,953,2025-01-15,Present
45954,954,2025-01-15,Present
45955,955,2025-01-15,Leave
45956,956,2025-01-15,Leave
45957,957,2025-01-15,Present
45958,958,2025-01-15,Present
45959,959,2025-01-15,Half Day
45960,960,2025-01-15,Present
45961,961,2025-01-15,Absent
45962,962,2025-01-15,Present
45963,963,2025-01-15,Half Day
45964,964,2025-01-15,Present
45965,965,2025-01-15,Present
45966,966,2025-01-15,Half Day
45967,967,2025-01-15,Present
45968,968,2025-01-15,Present
45969,969,2025-01-15,Leave
45970,970,2025-01-15,Present
45971,971,2025-01-15,Present
45972,972,2025-01-15,Half Day
45973,973,2025-01-15,Present
45974,974,2025-01-15,Half Day
45975,975,2025-01-15,Leave
45976,976,2025-01-15,Leave
45977,977,2025-01-15,Present
45978,978,2025-01-15,Half Day
45979,979,2025-01-15,Leave
45980,980,2025-01-15,Present
45981,981,2025-01-15,Leave
45982,982,2025-01-15,Leave
45983,983,2025-01-15,Leave
45984,984,2025-01-15,Absent
45985,985,2025-01-15,Present
45986,986,2025-01-15,Present
45987,987,2025-01-15,Present
45988,988,2025-01-15,Half Day
45989,989,2025-01-15,Half Day
45990,990,2025-01-15,Present
45991,991,2025-01-15,Half Day
45992,992,2025-01-15,Leave
45993,993,2025-01-15,Present
45994,994,2025-01-15,Half Day
45995,995,2025-01-15,Present
45996,996,2025-01-15,Present
45997,997,2025-01-15,Half Day
45998,998,2025-01-15,Present
45999,999,2025-01-15,Present
46000,1000,2025-01-15,Leave
46001,1,2025-01-16,Half Day
46002,2,2025-01-16,Present
46003,3,2025-01-16,Leave
46004,4,2025-01-16,Present
46005,5,2025-01-16,Present
46006,6,2025-01-16,Half Day
46007,7,2025-01-16,Leave
46008,8,2025-01-16,Present
46009,9,2025-01-16,Half Day
46010,10,2025-01-16,Half Day
46011,11,2025-01-16,Present
46012,12,2025-01-16,Present
46013,13,2025-01-16,Present
46014,14,2025-01-16,Half Day
46015,15,2025-01-16,Half Day
46016,16,2025-01-16,Present
46017,17,2025-01-16,Half Day
46018,18,2025-01-16,Present
46019,19,2025-01-16,Leave
46020,20,2025-01-16,Present
46021,21,2025-01-16,Present
46022,22,2025-01-16,Leave
46023,23,2025-01-16,Leave
46024,24,2025-01-16,Absent
46025,25,2025-01-16,Half Day
46026,26,2025-01-16,Leave
46027,27,2025-01-16,Half Day
46028,28,2025-01-16,Present
46029,29,2025-01-16,Half Day
46030,30,2025-01-16,Leave
46031,31,2025-01-16,Half Day
46032,32,2025-01-16,Absent
46033,33,2025-01-16,Present
46034,34,2025-01-16,Leave
46035,35,2025-01-16,Half Day
46036,36,2025-01-16,Half Day
46037,37,2025-01-16,Leave
46038,38,2025-01-16,Half Day
46039,39,2025-01-16,Half Day
46040,40,2025-01-16,Present
46041,41,2025-01-16,Present
46042,42,2025-01-16,Half Day
46043,43,2025-01-16,Present
46044,44,2025-01-16,Present
46045,45,2025-01-16,Half Day
46046,46,2025-01-16,Leave
46047,47,2025-01-16,Leave
46048,48,2025-01-16,Present
46049,49,2025-01-16,Present
46050,50,2025-01-16,Present
46051,51,2025-01-16,Present
46052,52,2025-01-16,Present
46053,53,2025-01-16,Leave
46054,54,2025-01-16,Absent
46055,55,2025-01-16,Half Day
46056,56,2025-01-16,Half Day
46057,57,2025-01-16,Half Day
46058,58,2025-01-16,Present
46059,59,2025-01-16,Leave
46060,60,2025-01-16,Present
46061,61,2025-01-16,Present
46062,62,2025-01-16,Leave
46063,63,2025-01-16,Present
46064,64,2025-01-16,Present
46065,65,2025-01-16,Half Day
46066,66,2025-01-16,Half Day
46067,67,2025-01-16,Absent
46068,68,2025-01-16,Leave
46069,69,2025-01-16,Half Day
46070,70,2025-01-16,Half Day
46071,71,2025-01-16,Present
46072,72,2025-01-16,Present
46073,73,2025-01-16,Leave
46074,74,2025-01-16,Present
46075,75,2025-01-16,Present
46076,76,2025-01-16,Leave
46077,77,2025-01-16,Half Day
46078,78,2025-01-16,Leave
46079,79,2025-01-16,Present
46080,80,2025-01-16,Half Day
46081,81,2025-01-16,Present
46082,82,2025-01-16,Present
46083,83,2025-01-16,Present
46084,84,2025-01-16,Present
46085,85,2025-01-16,Present
46086,86,2025-01-16,Present
46087,87,2025-01-16,Half Day
46088,88,2025-01-16,Half Day
46089,89,2025-01-16,Leave
46090,90,2025-01-16,Leave
46091,91,2025-01-16,Half Day
46092,92,2025-01-16,Present
46093,93,2025-01-16,Present
46094,94,2025-01-16,Present
46095,95,2025-01-16,Present
46096,96,2025-01-16,Absent
46097,97,2025-01-16,Present
46098,98,2025-01-16,Half Day
46099,99,2025-01-16,Leave
46100,100,2025-01-16,Present
46101,101,2025-01-16,Leave
46102,102,2025-01-16,Present
46103,103,2025-01-16,Present
46104,104,2025-01-16,Leave
46105,105,2025-01-16,Present
46106,106,2025-01-16,Present
46107,107,2025-01-16,Half Day
46108,108,2025-01-16,Half Day
46109,109,2025-01-16,Half Day
46110,110,2025-01-16,Present
46111,111,2025-01-16,Half Day
46112,112,2025-01-16,Leave
46113,113,2025-01-16,Leave
46114,114,2025-01-16,Present
46115,115,2025-01-16,Present
46116,116,2025-01-16,Present
46117,117,2025-01-16,Leave
46118,118,2025-01-16,Leave
46119,119,2025-01-16,Leave
46120,120,2025-01-16,Half Day
46121,121,2025-01-16,Leave
46122,122,2025-01-16,Present
46123,123,2025-01-16,Half Day
46124,124,2025-01-16,Half Day
46125,125,2025-01-16,Absent
46126,126,2025-01-16,Present
46127,127,2025-01-16,Present
46128,128,2025-01-16,Leave
46129,129,2025-01-16,Leave
46130,130,2025-01-16,Present
46131,131,2025-01-16,Present
46132,132,2025-01-16,Half Day
46133,133,2025-01-16,Leave
46134,134,2025-01-16,Present
46135,135,2025-01-16,Leave
46136,136,2025-01-16,Present
46137,137,2025-01-16,Present
46138,138,2025-01-16,Leave
46139,139,2025-01-16,Leave
46140,140,2025-01-16,Leave
46141,141,2025-01-16,Half Day
46142,142,2025-01-16,Half Day
46143,143,2025-01-16,Half Day
46144,144,2025-01-16,Present
46145,145,2025-01-16,Leave
46146,146,2025-01-16,Present
46147,147,2025-01-16,Leave
46148,148,2025-01-16,Absent
46149,149,2025-01-16,Present
46150,150,2025-01-16,Present
46151,151,2025-01-16,Present
46152,152,2025-01-16,Leave
46153,153,2025-01-16,Half Day
46154,154,2025-01-16,Half Day
46155,155,2025-01-16,Absent
46156,156,2025-01-16,Half Day
46157,157,2025-01-16,Absent
46158,158,2025-01-16,Present
46159,159,2025-01-16,Half Day
46160,160,2025-01-16,Present
46161,161,2025-01-16,Absent
46162,162,2025-01-16,Present
46163,163,2025-01-16,Leave
46164,164,2025-01-16,Half Day
46165,165,2025-01-16,Half Day
46166,166,2025-01-16,Leave
46167,167,2025-01-16,Present
46168,168,2025-01-16,Present
46169,169,2025-01-16,Present
46170,170,2025-01-16,Present
46171,171,2025-01-16,Leave
46172,172,2025-01-16,Leave
46173,173,2025-01-16,Absent
46174,174,2025-01-16,Absent
46175,175,2025-01-16,Half Day
46176,176,2025-01-16,Leave
46177,177,2025-01-16,Leave
46178,178,2025-01-16,Leave
46179,179,2025-01-16,Absent
46180,180,2025-01-16,Half Day
46181,181,2025-01-16,Half Day
46182,182,2025-01-16,Present
46183,183,2025-01-16,Absent
46184,184,2025-01-16,Leave
46185,185,2025-01-16,Present
46186,186,2025-01-16,Leave
46187,187,2025-01-16,Leave
46188,188,2025-01-16,Present
46189,189,2025-01-16,Absent
46190,190,2025-01-16,Present
46191,191,2025-01-16,Half Day
46192,192,2025-01-16,Leave
46193,193,2025-01-16,Present
46194,194,2025-01-16,Present
46195,195,2025-01-16,Present
46196,196,2025-01-16,Half Day
46197,197,2025-01-16,Present
46198,198,2025-01-16,Present
46199,199,2025-01-16,Leave
46200,200,2025-01-16,Leave
46201,201,2025-01-16,Half Day
46202,202,2025-01-16,Half Day
46203,203,2025-01-16,Half Day
46204,204,2025-01-16,Present
46205,205,2025-01-16,Absent
46206,206,2025-01-16,Half Day
46207,207,2025-01-16,Leave
46208,208,2025-01-16,Present
46209,209,2025-01-16,Leave
46210,210,2025-01-16,Leave
46211,211,2025-01-16,Present
46212,212,2025-01-16,Present
46213,213,2025-01-16,Leave
46214,214,2025-01-16,Half Day
46215,215,2025-01-16,Leave
46216,216,2025-01-16,Leave
46217,217,2025-01-16,Leave
46218,218,2025-01-16,Leave
46219,219,2025-01-16,Present
46220,220,2025-01-16,Present
46221,221,2025-01-16,Present
46222,222,2025-01-16,Present
46223,223,2025-01-16,Leave
46224,224,2025-01-16,Absent
46225,225,2025-01-16,Present
46226,226,2025-01-16,Present
46227,227,2025-01-16,Present
46228,228,2025-01-16,Present
46229,229,2025-01-16,Present
46230,230,2025-01-16,Leave
46231,231,2025-01-16,Present
46232,232,2025-01-16,Present
46233,233,2025-01-16,Present
46234,234,2025-01-16,Present
46235,235,2025-01-16,Absent
46236,236,2025-01-16,Present
46237,237,2025-01-16,Present
46238,238,2025-01-16,Present
46239,239,2025-01-16,Present
46240,240,2025-01-16,Leave
46241,241,2025-01-16,Half Day
46242,242,2025-01-16,Half Day
46243,243,2025-01-16,Present
46244,244,2025-01-16,Present
46245,245,2025-01-16,Present
46246,246,2025-01-16,Present
46247,247,2025-01-16,Leave
46248,248,2025-01-16,Absent
46249,249,2025-01-16,Absent
46250,250,2025-01-16,Present
46251,251,2025-01-16,Present
46252,252,2025-01-16,Present
46253,253,2025-01-16,Half Day
46254,254,2025-01-16,Present
46255,255,2025-01-16,Present
46256,256,2025-01-16,Present
46257,257,2025-01-16,Absent
46258,258,2025-01-16,Half Day
46259,259,2025-01-16,Leave
46260,260,2025-01-16,Present
46261,261,2025-01-16,Half Day
46262,262,2025-01-16,Half Day
46263,263,2025-01-16,Present
46264,264,2025-01-16,Leave
46265,265,2025-01-16,Present
46266,266,2025-01-16,Half Day
46267,267,2025-01-16,Present
46268,268,2025-01-16,Leave
46269,269,2025-01-16,Present
46270,270,2025-01-16,Present
46271,271,2025-01-16,Present
46272,272,2025-01-16,Leave
46273,273,2025-01-16,Half Day
46274,274,2025-01-16,Present
46275,275,2025-01-16,Leave
46276,276,2025-01-16,Absent
46277,277,2025-01-16,Present
46278,278,2025-01-16,Leave
46279,279,2025-01-16,Absent
46280,280,2025-01-16,Absent
46281,281,2025-01-16,Present
46282,282,2025-01-16,Leave
46283,283,2025-01-16,Present
46284,284,2025-01-16,Half Day
46285,285,2025-01-16,Present
46286,286,2025-01-16,Leave
46287,287,2025-01-16,Half Day
46288,288,2025-01-16,Present
46289,289,2025-01-16,Present
46290,290,2025-01-16,Leave
46291,291,2025-01-16,Present
46292,292,2025-01-16,Leave
46293,293,2025-01-16,Leave
46294,294,2025-01-16,Leave
46295,295,2025-01-16,Half Day
46296,296,2025-01-16,Present
46297,297,2025-01-16,Present
46298,298,2025-01-16,Present
46299,299,2025-01-16,Leave
46300,300,2025-01-16,Present
46301,301,2025-01-16,Present
46302,302,2025-01-16,Half Day
46303,303,2025-01-16,Present
46304,304,2025-01-16,Present
46305,305,2025-01-16,Half Day
46306,306,2025-01-16,Absent
46307,307,2025-01-16,Leave
46308,308,2025-01-16,Leave
46309,309,2025-01-16,Leave
46310,310,2025-01-16,Leave
46311,311,2025-01-16,Leave
46312,312,2025-01-16,Half Day
46313,313,2025-01-16,Present
46314,314,2025-01-16,Leave
46315,315,2025-01-16,Present
46316,316,2025-01-16,Absent
46317,317,2025-01-16,Leave
46318,318,2025-01-16,Leave
46319,319,2025-01-16,Present
46320,320,2025-01-16,Leave
46321,321,2025-01-16,Present
46322,322,2025-01-16,Absent
46323,323,2025-01-16,Present
46324,324,2025-01-16,Present
46325,325,2025-01-16,Half Day
46326,326,2025-01-16,Absent
46327,327,2025-01-16,Present
46328,328,2025-01-16,Present
46329,329,2025-01-16,Half Day
46330,330,2025-01-16,Leave
46331,331,2025-01-16,Present
46332,332,2025-01-16,Present
46333,333,2025-01-16,Leave
46334,334,2025-01-16,Leave
46335,335,2025-01-16,Half Day
46336,336,2025-01-16,Present
46337,337,2025-01-16,Present
46338,338,2025-01-16,Leave
46339,339,2025-01-16,Present
46340,340,2025-01-16,Present
46341,341,2025-01-16,Leave
46342,342,2025-01-16,Half Day
46343,343,2025-01-16,Present
46344,344,2025-01-16,Leave
46345,345,2025-01-16,Present
46346,346,2025-01-16,Leave
46347,347,2025-01-16,Half Day
46348,348,2025-01-16,Present
46349,349,2025-01-16,Present
46350,350,2025-01-16,Absent
46351,351,2025-01-16,Present
46352,352,2025-01-16,Present
46353,353,2025-01-16,Present
46354,354,2025-01-16,Half Day
46355,355,2025-01-16,Half Day
46356,356,2025-01-16,Half Day
46357,357,2025-01-16,Present
46358,358,2025-01-16,Half Day
46359,359,2025-01-16,Present
46360,360,2025-01-16,Present
46361,361,2025-01-16,Half Day
46362,362,2025-01-16,Leave
46363,363,2025-01-16,Present
46364,364,2025-01-16,Present
46365,365,2025-01-16,Half Day
46366,366,2025-01-16,Leave
46367,367,2025-01-16,Half Day
46368,368,2025-01-16,Leave
46369,369,2025-01-16,Present
46370,370,2025-01-16,Present
46371,371,2025-01-16,Leave
46372,372,2025-01-16,Leave
46373,373,2025-01-16,Half Day
46374,374,2025-01-16,Present
46375,375,2025-01-16,Leave
46376,376,2025-01-16,Half Day
46377,377,2025-01-16,Half Day
46378,378,2025-01-16,Half Day
46379,379,2025-01-16,Half Day
46380,380,2025-01-16,Leave
46381,381,2025-01-16,Present
46382,382,2025-01-16,Half Day
46383,383,2025-01-16,Half Day
46384,384,2025-01-16,Present
46385,385,2025-01-16,Half Day
46386,386,2025-01-16,Half Day
46387,387,2025-01-16,Present
46388,388,2025-01-16,Present
46389,389,2025-01-16,Half Day
46390,390,2025-01-16,Half Day
46391,391,2025-01-16,Leave
46392,392,2025-01-16,Half Day
46393,393,2025-01-16,Leave
46394,394,2025-01-16,Leave
46395,395,2025-01-16,Half Day
46396,396,2025-01-16,Present
46397,397,2025-01-16,Present
46398,398,2025-01-16,Leave
46399,399,2025-01-16,Half Day
46400,400,2025-01-16,Present
46401,401,2025-01-16,Present
46402,402,2025-01-16,Leave
46403,403,2025-01-16,Half Day
46404,404,2025-01-16,Present
46405,405,2025-01-16,Present
46406,406,2025-01-16,Leave
46407,407,2025-01-16,Leave
46408,408,2025-01-16,Present
46409,409,2025-01-16,Present
46410,410,2025-01-16,Present
46411,411,2025-01-16,Present
46412,412,2025-01-16,Present
46413,413,2025-01-16,Present
46414,414,2025-01-16,Half Day
46415,415,2025-01-16,Half Day
46416,416,2025-01-16,Present
46417,417,2025-01-16,Leave
46418,418,2025-01-16,Present
46419,419,2025-01-16,Present
46420,420,2025-01-16,Half Day
46421,421,2025-01-16,Present
46422,422,2025-01-16,Leave
46423,423,2025-01-16,Leave
46424,424,2025-01-16,Present
46425,425,2025-01-16,Half Day
46426,426,2025-01-16,Half Day
46427,427,2025-01-16,Present
46428,428,2025-01-16,Leave
46429,429,2025-01-16,Present
46430,430,2025-01-16,Absent
46431,431,2025-01-16,Absent
46432,432,2025-01-16,Half Day
46433,433,2025-01-16,Present
46434,434,2025-01-16,Present
46435,435,2025-01-16,Absent
46436,436,2025-01-16,Half Day
46437,437,2025-01-16,Present
46438,438,2025-01-16,Absent
46439,439,2025-01-16,Half Day
46440,440,2025-01-16,Leave
46441,441,2025-01-16,Leave
46442,442,2025-01-16,Half Day
46443,443,2025-01-16,Present
46444,444,2025-01-16,Present
46445,445,2025-01-16,Present
46446,446,2025-01-16,Half Day
46447,447,2025-01-16,Present
46448,448,2025-01-16,Leave
46449,449,2025-01-16,Present
46450,450,2025-01-16,Absent
46451,451,2025-01-16,Absent
46452,452,2025-01-16,Present
46453,453,2025-01-16,Half Day
46454,454,2025-01-16,Leave
46455,455,2025-01-16,Leave
46456,456,2025-01-16,Leave
46457,457,2025-01-16,Leave
46458,458,2025-01-16,Present
46459,459,2025-01-16,Leave
46460,460,2025-01-16,Leave
46461,461,2025-01-16,Half Day
46462,462,2025-01-16,Leave
46463,463,2025-01-16,Present
46464,464,2025-01-16,Present
46465,465,2025-01-16,Absent
46466,466,2025-01-16,Half Day
46467,467,2025-01-16,Present
46468,468,2025-01-16,Present
46469,469,2025-01-16,Half Day
46470,470,2025-01-16,Half Day
46471,471,2025-01-16,Leave
46472,472,2025-01-16,Present
46473,473,2025-01-16,Present
46474,474,2025-01-16,Leave
46475,475,2025-01-16,Leave
46476,476,2025-01-16,Present
46477,477,2025-01-16,Leave
46478,478,2025-01-16,Present
46479,479,2025-01-16,Present
46480,480,2025-01-16,Present
46481,481,2025-01-16,Half Day
46482,482,2025-01-16,Present
46483,483,2025-01-16,Present
46484,484,2025-01-16,Present
46485,485,2025-01-16,Half Day
46486,486,2025-01-16,Half Day
46487,487,2025-01-16,Leave
46488,488,2025-01-16,Present
46489,489,2025-01-16,Present
