bonus_id,empID,hours_overtime,bonus_amount,bonus_date
872,573,2,2000,2024-08-14
873,573,2,2000,2024-10-06
874,573,6,6000,2024-11-22
875,574,5,5000,2024-12-11
876,574,1,1000,2024-12-20
877,575,7,7000,2024-08-03
878,575,9,9000,2024-09-23
879,576,2,2000,2024-05-25
880,577,1,1000,2024-09-27
881,579,1,1000,2024-07-13
882,579,10,10000,2025-05-05
883,580,5,5000,2024-12-04
884,581,4,4000,2025-01-23
885,581,4,4000,2024-07-14
886,582,8,8000,2025-03-14
887,582,5,5000,2025-05-21
888,583,6,6000,2025-01-11
889,584,9,9000,2024-07-27
890,584,10,10000,2025-01-03
891,584,4,4000,2024-06-19
892,585,3,3000,2025-04-08
893,586,10,10000,2024-06-27
894,586,1,1000,2024-05-26
895,586,5,5000,2025-01-13
896,587,2,2000,2024-09-21
897,587,9,9000,2024-07-31
898,587,1,1000,2024-05-30
899,589,3,3000,2025-01-22
900,589,10,10000,2025-01-24
901,590,9,9000,2024-07-11
902,590,5,5000,2025-04-01
903,591,2,2000,2024-11-14
904,591,10,10000,2025-02-19
905,592,6,6000,2024-11-26
906,592,4,4000,2024-09-21
907,593,8,8000,2024-07-29
908,596,2,2000,2024-07-11
909,596,8,8000,2024-12-23
910,599,6,6000,2024-07-07
911,600,3,3000,2025-03-25
912,601,10,10000,2025-05-13
913,601,10,10000,2024-11-27
914,602,10,10000,2025-04-30
915,602,4,4000,2024-12-28
916,604,7,7000,2024-11-17
917,605,10,10000,2025-04-06
918,605,10,10000,2024-08-11
919,605,10,10000,2024-10-13
920,606,7,7000,2025-02-02
921,606,5,5000,2025-05-23
922,606,8,8000,2024-06-20
923,607,1,1000,2025-01-04
924,607,4,4000,2025-01-13
925,608,10,10000,2025-01-10
926,611,10,10000,2024-10-13
927,611,10,10000,2025-04-04
928,611,4,4000,2025-03-16
929,612,1,1000,2025-02-10
930,612,2,2000,2025-02-17
931,614,6,6000,2024-06-20
932,614,1,1000,2025-04-22
933,614,9,9000,2024-10-19
934,616,3,3000,2025-01-27
935,616,7,7000,2025-04-04
936,616,7,7000,2025-01-25
937,617,4,4000,2024-11-24
938,617,1,1000,2025-02-20
939,618,4,4000,2024-08-29
940,618,2,2000,2024-08-31
941,618,3,3000,2024-09-05
942,619,4,4000,2024-08-21
943,620,1,1000,2024-06-19
944,620,1,1000,2024-11-02
945,620,2,2000,2024-12-16
946,621,2,2000,2024-10-01
947,622,2,2000,2024-10-02
948,622,8,8000,2025-02-26
949,622,1,1000,2025-04-05
950,625,2,2000,2025-01-10
951,625,5,5000,2025-05-06
952,628,8,8000,2024-08-02
953,632,4,4000,2025-01-13
954,633,10,10000,2025-02-09
955,633,5,5000,2024-10-24
956,634,1,1000,2024-06-01
957,636,1,1000,2025-03-19
958,636,7,7000,2024-11-07
959,637,3,3000,2025-01-19
960,637,5,5000,2024-07-05
961,638,3,3000,2025-03-16
962,639,5,5000,2024-10-16
963,639,9,9000,2024-07-03
964,639,2,2000,2024-05-31
965,640,3,3000,2025-05-01
966,641,5,5000,2024-08-26
967,641,9,9000,2025-03-09
968,643,6,6000,2024-06-12
969,643,7,7000,2025-04-23
970,643,3,3000,2024-11-09
971,644,6,6000,2024-07-17
972,644,3,3000,2025-05-05
973,644,2,2000,2024-08-25
974,645,2,2000,2025-02-24
975,645,10,10000,2025-01-10
976,647,5,5000,2024-08-10
977,647,7,7000,2024-08-21
978,647,9,9000,2024-10-13
979,648,5,5000,2024-08-16
980,649,2,2000,2025-04-06
981,649,8,8000,2024-08-10
982,650,4,4000,2024-06-07
983,652,8,8000,2024-08-17
984,652,8,8000,2025-04-08
985,654,3,3000,2024-12-13
986,654,4,4000,2024-12-04
987,655,8,8000,2024-11-30
988,655,5,5000,2025-01-27
989,655,5,5000,2024-08-26
990,657,6,6000,2025-02-08
991,659,6,6000,2024-10-05
992,659,3,3000,2024-10-09
993,660,8,8000,2024-09-01
994,660,3,3000,2025-05-10
995,660,1,1000,2024-08-02
996,661,6,6000,2025-05-20
997,661,6,6000,2025-05-11
998,661,3,3000,2024-08-11
999,662,2,2000,2025-05-05
1000,662,10,10000,2024-11-08
1001,662,5,5000,2025-04-20
1002,663,6,6000,2024-08-26
1003,663,10,10000,2024-07-24
1004,663,6,6000,2025-04-07
1005,665,8,8000,2024-10-05
1006,665,2,2000,2024-09-11
1007,666,9,9000,2024-07-30
1008,667,2,2000,2024-09-17
1009,667,9,9000,2024-10-22
1010,668,7,7000,2024-12-21
1011,668,3,3000,2025-01-06
1012,671,6,6000,2025-03-28
1013,671,8,8000,2025-02-26
1014,671,8,8000,2024-11-10
1015,672,1,1000,2024-08-11
1016,673,5,5000,2025-05-07
1017,673,3,3000,2025-02-24
1018,673,8,8000,2024-07-19
1019,674,7,7000,2024-09-17
1020,674,10,10000,2025-02-19
1021,674,1,1000,2025-01-29
1022,675,4,4000,2024-10-03
1023,675,3,3000,2024-09-28
1024,675,1,1000,2024-12-29
1025,677,7,7000,2024-05-30
1026,677,1,1000,2025-05-25
1027,677,4,4000,2025-01-24
1028,679,1,1000,2024-10-05
1029,679,9,9000,2025-04-08
1030,680,5,5000,2024-08-17
1031,680,3,3000,2025-05-25
1032,681,1,1000,2025-03-01
1033,681,9,9000,2025-05-13
1034,682,7,7000,2025-02-10
1035,682,2,2000,2025-04-04
1036,682,2,2000,2024-07-28
1037,683,7,7000,2025-02-23
1038,683,6,6000,2024-10-08
1039,683,9,9000,2024-07-22
1040,684,5,5000,2024-08-27
1041,684,1,1000,2024-10-30
1042,685,5,5000,2024-10-31
1043,685,8,8000,2024-06-23
1044,685,1,1000,2025-03-19
1045,686,9,9000,2024-08-24
1046,686,3,3000,2024-06-02
1047,686,3,3000,2024-07-08
1048,687,6,6000,2024-12-09
1049,688,5,5000,2024-10-04
1050,688,5,5000,2025-01-28
1051,688,4,4000,2025-01-17
1052,689,7,7000,2024-08-17
1053,691,8,8000,2024-08-28
1054,691,1,1000,2024-11-27
1055,691,6,6000,2024-08-11
1056,692,8,8000,2025-01-24
1057,692,9,9000,2025-04-18
1058,693,5,5000,2024-09-07
1059,693,4,4000,2025-03-08
1060,694,6,6000,2024-12-23
1061,694,4,4000,2024-07-07
1062,695,10,10000,2024-06-06
1063,695,6,6000,2024-07-21
1064,695,10,10000,2025-04-27
1065,696,10,10000,2024-11-19
1066,696,9,9000,2025-05-01
1067,696,8,8000,2024-10-29
1068,697,8,8000,2024-08-06
1069,697,3,3000,2024-11-14
1070,700,1,1000,2024-11-06
1071,701,1,1000,2024-06-06
1072,701,7,7000,2025-03-19
1073,701,4,4000,2024-09-17
1074,702,2,2000,2024-08-02
1075,702,9,9000,2025-01-10
1076,702,5,5000,2024-10-10
1077,703,9,9000,2024-09-13
1078,703,3,3000,2024-12-17
1079,705,3,3000,2024-12-19
1080,707,3,3000,2024-08-19
1081,708,10,10000,2025-01-08
1082,708,4,4000,2024-08-19
1083,709,6,6000,2025-05-19
1084,710,8,8000,2025-03-05
1085,710,3,3000,2024-12-09
1086,710,8,8000,2025-03-09
1087,711,5,5000,2025-03-17
1088,712,5,5000,2024-09-27
1089,713,10,10000,2025-01-05
1090,713,1,1000,2025-05-13
1091,714,8,8000,2025-04-25
1092,715,6,6000,2025-03-04
1093,716,6,6000,2025-04-22
1094,716,6,6000,2025-04-20
1095,717,10,10000,2025-05-24
1096,717,1,1000,2025-02-14
1097,717,4,4000,2024-11-22
1098,718,2,2000,2024-06-29
1099,718,5,5000,2024-12-30
1100,720,6,6000,2024-12-13
1101,722,9,9000,2024-09-03
1102,722,7,7000,2025-01-08
1103,724,8,8000,2025-03-08
1104,725,6,6000,2025-05-09
1105,727,9,9000,2025-04-15
1106,727,8,8000,2024-11-05
1107,727,4,4000,2024-09-22
1108,728,2,2000,2025-02-02
1109,728,8,8000,2025-04-05
1110,730,3,3000,2025-04-15
1111,731,9,9000,2025-01-04
1112,733,5,5000,2025-02-24
1113,734,4,4000,2024-09-26
1114,734,3,3000,2024-12-24
1115,734,10,10000,2025-01-17
1116,735,2,2000,2024-08-10
1117,735,7,7000,2024-12-01
1118,736,7,7000,2024-10-22
1119,736,1,1000,2025-03-23
1120,737,8,8000,2024-10-10
1121,737,8,8000,2025-04-22
1122,738,4,4000,2024-12-17
1123,738,10,10000,2025-03-12
1124,738,1,1000,2024-08-21
1125,741,2,2000,2024-07-27
1126,742,9,9000,2025-02-12
1127,745,1,1000,2024-10-07
1128,745,5,5000,2024-11-11
1129,745,4,4000,2024-11-02
1130,747,10,10000,2024-09-15
1131,747,6,6000,2024-11-04
1132,747,3,3000,2024-09-25
1133,748,3,3000,2025-05-01
1134,748,1,1000,2024-06-10
1135,750,9,9000,2024-05-27
1136,750,6,6000,2024-10-02
1137,751,3,3000,2024-12-12
1138,752,10,10000,2024-08-13
1139,752,3,3000,2024-05-26
1140,753,8,8000,2025-03-09
1141,753,5,5000,2025-04-04
1142,753,3,3000,2024-08-21
1143,754,5,5000,2025-01-09
1144,755,3,3000,2025-05-23
1145,755,1,1000,2025-05-08
1146,755,10,10000,2025-02-13
1147,757,10,10000,2025-03-06
1148,757,4,4000,2024-10-02
1149,757,3,3000,2025-02-05
1150,758,8,8000,2024-12-03
1151,758,3,3000,2024-11-26
1152,758,9,9000,2024-10-09
1153,759,7,7000,2024-08-28
1154,759,1,1000,2024-05-31
1155,760,10,10000,2024-12-31
1156,760,4,4000,2024-12-29
1157,760,6,6000,2024-11-16
1158,761,3,3000,2025-03-04
1159,761,3,3000,2024-12-02
1160,761,9,9000,2024-10-17
1161,762,2,2000,2024-09-04
1162,763,10,10000,2025-02-24
1163,767,8,8000,2024-06-29
1164,767,4,4000,2024-08-08
1165,767,4,4000,2024-09-04
1166,768,2,2000,2024-12-21
1167,771,6,6000,2024-06-10
1168,772,1,1000,2025-02-03
1169,773,3,3000,2025-02-20
1170,774,7,7000,2024-07-14
1171,776,9,9000,2024-08-21
1172,776,8,8000,2024-12-08
1173,776,2,2000,2024-11-09
1174,777,2,2000,2024-08-15
1175,778,6,6000,2024-08-14
1176,778,9,9000,2024-08-07
1177,780,2,2000,2024-09-03
1178,780,8,8000,2024-10-11
1179,781,9,9000,2025-04-20
1180,781,3,3000,2024-06-26
1181,781,8,8000,2024-07-12
1182,783,10,10000,2025-01-18
1183,783,6,6000,2024-10-04
1184,783,6,6000,2024-05-31
1185,784,3,3000,2025-02-22
1186,784,1,1000,2025-01-07
1187,784,9,9000,2024-09-13
1188,785,3,3000,2025-04-05
1189,786,8,8000,2025-02-06
1190,786,7,7000,2024-09-25
1191,788,5,5000,2025-01-12
1192,788,8,8000,2025-03-03
1193,788,10,10000,2024-11-07
1194,792,1,1000,2024-09-07
1195,792,5,5000,2024-10-08
1196,795,2,2000,2024-12-20
1197,795,8,8000,2024-06-24
1198,797,10,10000,2024-12-06
1199,797,7,7000,2024-07-14
1200,797,8,8000,2024-10-12
1201,798,5,5000,2024-10-07
1202,798,3,3000,2025-05-04
1203,799,8,8000,2024-09-21
1204,799,7,7000,2025-04-14
1205,800,8,8000,2024-11-23
1206,800,4,4000,2024-12-17
1207,800,1,1000,2024-12-25
1208,801,9,9000,2024-10-17
1209,801,6,6000,2025-01-10
1210,802,4,4000,2024-11-21
1211,802,4,4000,2024-10-27
1212,803,3,3000,2025-05-10
1213,804,7,7000,2025-03-10
1214,804,10,10000,2025-05-18
1215,804,7,7000,2025-01-24
1216,808,4,4000,2025-02-03
1217,808,9,9000,2024-08-24
1218,809,4,4000,2024-09-10
1219,809,2,2000,2024-09-03
1220,810,10,10000,2024-05-30
1221,810,7,7000,2024-09-20
1222,812,5,5000,2024-12-15
1223,812,4,4000,2025-01-19
1224,812,9,9000,2025-05-02
1225,813,5,5000,2024-07-09
1226,813,2,2000,2024-05-31
1227,814,1,1000,2024-06-22
1228,814,1,1000,2025-05-23
1229,815,6,6000,2024-11-04
1230,815,8,8000,2024-07-10
1231,815,8,8000,2025-03-25
1232,816,8,8000,2024-08-20
1233,816,4,4000,2024-08-09
1234,816,3,3000,2024-10-28
1235,817,7,7000,2025-02-26
1236,817,6,6000,2024-09-18
1237,817,6,6000,2024-12-14
1238,818,9,9000,2024-11-05
1239,821,9,9000,2024-07-22
1240,821,10,10000,2025-04-21
1241,822,1,1000,2024-08-15
1242,822,5,5000,2024-07-09
1243,823,8,8000,2024-11-05
1244,825,9,9000,2025-03-02
1245,825,4,4000,2024-07-30
1246,827,10,10000,2024-07-21
1247,827,7,7000,2024-05-25
1248,827,3,3000,2024-09-27
1249,828,3,3000,2024-09-26
1250,828,9,9000,2025-03-03
1251,832,5,5000,2025-02-13
1252,833,1,1000,2025-02-08
1253,833,3,3000,2024-11-14
1254,833,8,8000,2024-06-13
1255,834,5,5000,2024-10-07
1256,834,7,7000,2024-11-16
1257,834,6,6000,2025-03-17
1258,836,9,9000,2025-03-17
1259,836,8,8000,2024-10-13
1260,837,6,6000,2024-07-02
1261,837,5,5000,2025-01-29
1262,837,9,9000,2024-05-31
1263,841,10,10000,2025-04-19
1264,842,1,1000,2024-05-27
1265,842,10,10000,2024-12-28
1266,843,4,4000,2024-07-22
1267,844,2,2000,2025-02-21
1268,845,5,5000,2024-11-09
1269,845,2,2000,2024-08-27
1270,846,8,8000,2024-06-24
1271,846,2,2000,2024-10-14
1272,847,2,2000,2024-06-16
1273,847,8,8000,2025-04-06
1274,848,6,6000,2024-11-15
1275,851,1,1000,2025-01-28
1276,851,2,2000,2025-05-05
1277,852,9,9000,2024-10-13
1278,853,5,5000,2025-04-16
1279,853,3,3000,2024-07-03
1280,855,10,10000,2024-08-24
1281,855,1,1000,2025-03-29
1282,855,3,3000,2024-11-08
1283,856,1,1000,2024-10-09
1284,857,7,7000,2025-03-04
1285,857,10,10000,2024-07-22
1286,858,5,5000,2025-04-15
1287,858,5,5000,2024-08-10
1288,861,7,7000,2024-11-14
1289,861,10,10000,2024-08-22
1290,861,2,2000,2025-01-08
1291,863,4,4000,2024-06-21
1292,863,6,6000,2025-01-18
1293,863,7,7000,2025-04-27
1294,864,6,6000,2024-10-02
1295,866,5,5000,2025-05-05
1296,867,10,10000,2024-08-10
1297,867,9,9000,2025-05-13
1298,868,4,4000,2025-05-14
1299,868,9,9000,2025-03-11
1300,869,8,8000,2025-03-25
1301,872,5,5000,2024-08-25
1302,873,9,9000,2024-09-08
1303,873,10,10000,2025-05-10
1304,874,8,8000,2024-06-06
1305,874,1,1000,2025-05-22
1306,875,9,9000,2025-03-21
1307,875,8,8000,2025-05-19
1308,875,2,2000,2024-08-18
1309,876,7,7000,2024-06-29
1310,877,6,6000,2024-10-08
1311,877,4,4000,2024-06-12
1312,877,6,6000,2025-05-05
1313,878,7,7000,2025-02-18
1314,878,8,8000,2024-09-16
1315,878,8,8000,2024-12-10
1316,879,9,9000,2024-12-01
1317,879,4,4000,2025-04-05
1318,882,4,4000,2024-07-18
1319,882,5,5000,2024-11-13
1320,883,9,9000,2025-02-04
1321,883,10,10000,2024-08-14
1322,885,9,9000,2024-10-31
1323,885,1,1000,2025-01-30
1324,885,7,7000,2024-09-15
1325,886,5,5000,2025-01-17
1326,886,2,2000,2024-07-09
1327,888,7,7000,2024-08-09
1328,888,1,1000,2024-07-04
1329,889,5,5000,2024-12-23
1330,889,9,9000,2025-03-13
1331,890,8,8000,2024-05-28
1332,891,9,9000,2025-03-16
1333,892,9,9000,2024-10-16
1334,892,4,4000,2025-02-05
1335,892,8,8000,2025-02-17
1336,893,3,3000,2025-03-05
1337,893,10,10000,2024-09-21
1338,893,7,7000,2025-04-13
1339,894,9,9000,2025-02-04
1340,896,4,4000,2025-05-08
1341,896,7,7000,2025-05-14
1342,898,9,9000,2025-01-25
1343,898,8,8000,2024-09-08
1344,899,9,9000,2024-12-01
1345,899,1,1000,2024-11-08
1346,899,8,8000,2024-10-31
1347,900,6,6000,2025-03-13
1348,900,8,8000,2025-04-11
1349,900,6,6000,2024-12-13
1350,901,3,3000,2025-01-05
1351,902,6,6000,2025-02-15
1352,902,4,4000,2025-03-12
1353,902,9,9000,2024-11-28
1354,904,5,5000,2024-08-21
1355,905,4,4000,2024-10-12
1356,905,9,9000,2024-07-27
1357,908,7,7000,2024-09-19
1358,908,7,7000,2024-12-10
1359,908,10,10000,2024-06-25
1360,909,4,4000,2025-03-08
1361,910,2,2000,2024-12-21
1362,910,4,4000,2025-05-25
1363,911,3,3000,2024-09-25
1364,911,3,3000,2025-01-09
1365,911,6,6000,2024-08-24
1366,912,7,7000,2024-05-28
1367,913,8,8000,2024-09-10
1368,914,8,8000,2024-07-22
1369,914,1,1000,2024-08-31
1370,915,4,4000,2024-10-31
1371,915,1,1000,2024-12-24
1372,916,8,8000,2024-09-19
1373,917,10,10000,2025-01-15
1374,917,3,3000,2024-08-18
1375,918,4,4000,2025-03-08
1376,918,4,4000,2024-11-20
1377,918,8,8000,2025-02-19
1378,920,10,10000,2025-01-07
1379,920,8,8000,2025-01-24
1380,920,3,3000,2024-12-09
1381,921,2,2000,2024-07-08
1382,922,3,3000,2025-01-08
1383,924,9,9000,2024-11-25
1384,924,8,8000,2025-04-19
1385,926,2,2000,2024-08-04
1386,927,9,9000,2024-06-11
1387,931,10,10000,2024-12-10
1388,931,6,6000,2024-10-23
1389,931,7,7000,2025-03-13
1390,932,9,9000,2024-06-14
1391,932,1,1000,2025-03-30
1392,933,8,8000,2024-07-04
1393,933,1,1000,2024-11-16
1394,934,8,8000,2025-04-28
1395,934,1,1000,2024-06-24
1396,935,9,9000,2025-04-28
1397,935,10,10000,2024-08-16
1398,936,4,4000,2024-09-28
1399,936,6,6000,2025-03-10
1400,936,6,6000,2024-07-07
1401,938,7,7000,2025-03-04
1402,939,10,10000,2024-09-07
1403,939,6,6000,2025-02-28
1404,940,1,1000,2024-11-11
1405,940,6,6000,2024-09-08
1406,940,2,2000,2025-05-11
1407,941,10,10000,2024-06-15
1408,942,10,10000,2024-08-06
1409,942,2,2000,2025-03-22
1410,942,8,8000,2024-10-10
1411,943,9,9000,2025-01-08
1412,943,3,3000,2025-03-30
1413,944,3,3000,2024-12-12
1414,944,8,8000,2024-09-11
1415,944,1,1000,2025-04-26
1416,946,2,2000,2024-10-15
1417,947,5,5000,2024-06-16
1418,947,2,2000,2025-01-06
1419,948,4,4000,2025-05-19
1420,948,6,6000,2024-08-26
1421,948,5,5000,2024-10-03
1422,949,8,8000,2024-11-08
1423,950,9,9000,2024-06-11
1424,950,5,5000,2025-03-12
1425,952,4,4000,2024-09-18
1426,952,7,7000,2024-05-31
1427,953,2,2000,2025-05-04
1428,953,6,6000,2025-02-11
1429,953,5,5000,2024-11-18
1430,954,7,7000,2024-06-13
1431,955,4,4000,2025-01-08
1432,956,6,6000,2025-02-04
1433,956,7,7000,2024-07-02
1434,959,6,6000,2025-01-06
1435,959,8,8000,2024-10-08
1436,959,4,4000,2024-08-12
1437,960,10,10000,2024-07-16
1438,960,2,2000,2024-12-08
1439,961,1,1000,2024-11-09
1440,961,9,9000,2025-01-31
1441,962,7,7000,2024-11-21
1442,962,5,5000,2024-12-26
1443,962,5,5000,2024-07-30
1444,964,4,4000,2024-11-23
1445,964,4,4000,2024-09-29
1446,965,6,6000,2025-02-07
1447,966,9,9000,2024-08-14
1448,969,5,5000,2024-06-05
1449,969,5,5000,2024-10-23
1450,970,1,1000,2024-10-18
1451,974,4,4000,2024-08-18
1452,974,4,4000,2024-11-16
1453,976,4,4000,2024-10-16
1454,976,1,1000,2024-12-07
1455,978,9,9000,2024-09-12
1456,978,4,4000,2024-07-06
1457,978,5,5000,2025-05-18
1458,979,4,4000,2024-11-07
1459,979,7,7000,2025-01-21
1460,980,7,7000,2024-11-29
1461,981,1,1000,2025-01-05
1462,983,6,6000,2025-04-27
1463,983,3,3000,2025-03-12
1464,983,5,5000,2024-10-04
1465,984,10,10000,2024-07-12
1466,984,7,7000,2024-12-09
1467,986,1,1000,2024-09-30
1468,986,6,6000,2024-11-27
1469,986,10,10000,2024-06-20
1470,987,4,4000,2024-09-27
1471,987,8,8000,2025-02-20
1472,987,9,9000,2025-05-23
1473,988,10,10000,2024-06-02
1474,988,2,2000,2024-08-12
1475,988,10,10000,2024-08-18
1476,990,7,7000,2025-04-24
1477,991,6,6000,2025-02-08
1478,992,9,9000,2024-08-23
1479,992,7,7000,2024-11-06
1480,993,1,1000,2024-12-03
1481,994,5,5000,2024-06-07
1482,996,4,4000,2024-07-06
1483,996,6,6000,2024-11-15
1484,997,6,6000,2025-02-13
1485,998,7,7000,2024-11-02
1486,998,6,6000,2024-06-18
1487,998,9,9000,2024-06-08
1488,999,3,3000,2025-02-27
1489,1000,8,8000,2024-08-21
1490,1000,1,1000,2024-08-16
