benefit_id,empID,benefit_name,benefit_value
943,644,Gym Membership,$1492
944,645,Transport Allowance,$137
945,645,Stock Options,73 units
946,646,Health Insurance,$1994
947,646,Transport Allowance,$1043
948,647,Gym Membership,$405
949,648,Paid Vacation,$805
950,649,Stock Options,38 units
951,650,Transport Allowance,$1804
952,650,Paid Vacation,$1979
953,653,Transport Allowance,$262
954,653,Paid Vacation,$425
955,654,Health Insurance,$921
956,654,Health Insurance,$1040
957,654,Transport Allowance,$1301
958,655,Health Insurance,$110
959,655,Transport Allowance,$1166
960,655,Health Insurance,$1970
961,656,Transport Allowance,$1283
962,656,Health Insurance,$299
963,656,Paid Vacation,$740
964,658,Health Insurance,$205
965,658,Paid Vacation,$1758
966,658,Paid Vacation,$400
967,659,Gym Membership,$1087
968,659,Health Insurance,$1611
969,660,Transport Allowance,$1706
970,660,Paid Vacation,$1847
971,661,Stock Options,31 units
972,661,Paid Vacation,$1263
973,662,Stock Options,47 units
974,664,Transport Allowance,$1681
975,665,Paid Vacation,$1551
976,667,Gym Membership,$407
977,667,Transport Allowance,$851
978,668,Health Insurance,$1409
979,668,Stock Options,19 units
980,669,Health Insurance,$536
981,669,Gym Membership,$677
982,669,Paid Vacation,$1682
983,671,Gym Membership,$408
984,671,Health Insurance,$365
985,671,Paid Vacation,$1181
986,672,Stock Options,18 units
987,672,Stock Options,66 units
988,672,Transport Allowance,$1817
989,674,Health Insurance,$1120
990,675,Transport Allowance,$678
991,675,Gym Membership,$1976
992,676,Transport Allowance,$1998
993,676,Transport Allowance,$1105
994,677,Transport Allowance,$1989
995,677,Paid Vacation,$1253
996,680,Transport Allowance,$1554
997,680,Stock Options,2 units
998,680,Gym Membership,$822
999,681,Transport Allowance,$932
1000,682,Stock Options,50 units
1001,682,Gym Membership,$1901
1002,682,Health Insurance,$268
1003,683,Paid Vacation,$1060
1004,685,Stock Options,56 units
1005,686,Stock Options,77 units
1006,686,Health Insurance,$457
1007,687,Stock Options,25 units
1008,688,Transport Allowance,$1081
1009,689,Stock Options,84 units
1010,689,Stock Options,79 units
1011,689,Stock Options,82 units
1012,690,Health Insurance,$1125
1013,690,Health Insurance,$1117
1014,693,Paid Vacation,$1768
1015,694,Stock Options,83 units
1016,695,Transport Allowance,$442
1017,696,Transport Allowance,$1173
1018,697,Transport Allowance,$1719
1019,698,Transport Allowance,$578
1020,698,Paid Vacation,$1960
1021,698,Transport Allowance,$988
1022,699,Gym Membership,$700
1023,699,Health Insurance,$1341
1024,700,Paid Vacation,$153
1025,700,Gym Membership,$1145
1026,701,Health Insurance,$525
1027,701,Transport Allowance,$1047
1028,702,Gym Membership,$822
1029,703,Stock Options,90 units
1030,703,Gym Membership,$127
1031,703,Stock Options,25 units
1032,704,Transport Allowance,$1628
1033,704,Paid Vacation,$415
1034,704,Paid Vacation,$927
1035,705,Transport Allowance,$1947
1036,706,Transport Allowance,$864
1037,706,Paid Vacation,$641
1038,706,Gym Membership,$1208
1039,707,Stock Options,58 units
1040,707,Stock Options,2 units
1041,707,Gym Membership,$1735
1042,708,Health Insurance,$1437
1043,708,Stock Options,1 units
1044,709,Paid Vacation,$736
1045,710,Health Insurance,$1397
1046,710,Health Insurance,$1739
1047,712,Health Insurance,$1243
1048,712,Gym Membership,$1677
1049,713,Gym Membership,$1770
1050,713,Stock Options,99 units
1051,714,Gym Membership,$716
1052,714,Transport Allowance,$909
1053,714,Transport Allowance,$658
1054,716,Health Insurance,$989
1055,717,Paid Vacation,$1072
1056,717,Paid Vacation,$1676
1057,718,Health Insurance,$1222
1058,718,Paid Vacation,$554
1059,719,Health Insurance,$956
1060,720,Health Insurance,$703
1061,720,Paid Vacation,$925
1062,720,Paid Vacation,$989
1063,721,Paid Vacation,$1209
1064,722,Paid Vacation,$289
1065,722,Health Insurance,$1556
1066,722,Health Insurance,$152
1067,723,Paid Vacation,$1992
1068,723,Transport Allowance,$1690
1069,724,Paid Vacation,$1902
1070,724,Paid Vacation,$1581
1071,724,Gym Membership,$256
1072,725,Gym Membership,$152
1073,725,Gym Membership,$370
1074,725,Transport Allowance,$1288
1075,726,Stock Options,94 units
1076,726,Health Insurance,$361
1077,727,Gym Membership,$220
1078,728,Gym Membership,$1959
1079,729,Stock Options,41 units
1080,730,Paid Vacation,$965
1081,730,Gym Membership,$604
1082,730,Paid Vacation,$773
1083,731,Paid Vacation,$464
1084,731,Stock Options,78 units
1085,731,Stock Options,75 units
1086,732,Stock Options,6 units
1087,732,Paid Vacation,$1992
1088,733,Gym Membership,$108
1089,733,Gym Membership,$1812
1090,737,Transport Allowance,$1036
1091,737,Stock Options,62 units
1092,737,Health Insurance,$950
1093,738,Stock Options,39 units
1094,738,Health Insurance,$732
1095,739,Transport Allowance,$1298
1096,739,Transport Allowance,$1152
1097,739,Paid Vacation,$1324
1098,740,Transport Allowance,$302
1099,740,Paid Vacation,$389
1100,742,Gym Membership,$1185
1101,742,Gym Membership,$467
1102,744,Health Insurance,$1770
1103,744,Transport Allowance,$914
1104,745,Stock Options,31 units
1105,745,Transport Allowance,$1757
1106,745,Transport Allowance,$806
1107,746,Paid Vacation,$1402
1108,746,Paid Vacation,$1966
1109,746,Paid Vacation,$1962
1110,747,Transport Allowance,$843
1111,747,Health Insurance,$1422
1112,747,Stock Options,89 units
1113,749,Gym Membership,$643
1114,749,Stock Options,40 units
1115,752,Gym Membership,$1791
1116,753,Transport Allowance,$129
1117,753,Gym Membership,$1163
1118,754,Health Insurance,$1175
1119,754,Paid Vacation,$1495
1120,755,Paid Vacation,$856
1121,755,Gym Membership,$1994
1122,755,Health Insurance,$780
1123,756,Paid Vacation,$245
1124,757,Gym Membership,$537
1125,757,Stock Options,60 units
1126,758,Stock Options,87 units
1127,758,Paid Vacation,$1402
1128,758,Health Insurance,$1075
1129,759,Gym Membership,$655
1130,759,Transport Allowance,$1777
1131,759,Paid Vacation,$971
1132,760,Transport Allowance,$408
1133,760,Stock Options,42 units
1134,760,Transport Allowance,$930
1135,761,Health Insurance,$604
1136,761,Paid Vacation,$1688
1137,763,Stock Options,22 units
1138,763,Stock Options,26 units
1139,765,Stock Options,63 units
1140,766,Gym Membership,$239
1141,766,Transport Allowance,$530
1142,768,Stock Options,29 units
1143,768,Stock Options,27 units
1144,769,Gym Membership,$892
1145,769,Stock Options,44 units
1146,769,Stock Options,76 units
1147,770,Paid Vacation,$751
1148,771,Health Insurance,$1840
1149,772,Stock Options,80 units
1150,772,Stock Options,70 units
1151,772,Gym Membership,$1152
1152,773,Transport Allowance,$669
1153,774,Gym Membership,$1913
1154,774,Transport Allowance,$1579
1155,774,Paid Vacation,$1579
1156,778,Gym Membership,$1149
1157,778,Transport Allowance,$384
1158,779,Health Insurance,$445
1159,779,Paid Vacation,$613
1160,780,Stock Options,81 units
1161,782,Transport Allowance,$685
1162,783,Health Insurance,$1946
1163,783,Paid Vacation,$146
1164,784,Health Insurance,$1945
1165,785,Paid Vacation,$1008
1166,785,Transport Allowance,$396
1167,785,Health Insurance,$1000
1168,787,Stock Options,13 units
1169,787,Stock Options,12 units
1170,789,Gym Membership,$1105
1171,789,Transport Allowance,$514
1172,794,Gym Membership,$1842
1173,795,Gym Membership,$534
1174,795,Stock Options,93 units
1175,798,Gym Membership,$927
1176,798,Gym Membership,$196
1177,799,Stock Options,3 units
1178,799,Gym Membership,$273
1179,800,Paid Vacation,$1713
1180,800,Transport Allowance,$437
1181,800,Health Insurance,$1667
1182,801,Paid Vacation,$1119
1183,801,Health Insurance,$1420
1184,802,Paid Vacation,$1514
1185,802,Stock Options,99 units
1186,802,Gym Membership,$123
1187,803,Paid Vacation,$379
1188,803,Gym Membership,$323
1189,803,Paid Vacation,$1959
1190,804,Stock Options,33 units
1191,805,Transport Allowance,$1908
1192,805,Stock Options,79 units
1193,806,Transport Allowance,$537
1194,807,Transport Allowance,$363
1195,809,Paid Vacation,$1401
1196,809,Paid Vacation,$1629
1197,810,Health Insurance,$1549
1198,810,Stock Options,38 units
1199,811,Paid Vacation,$873
1200,811,Gym Membership,$760
1201,812,Transport Allowance,$1491
1202,813,Stock Options,96 units
1203,813,Paid Vacation,$312
1204,816,Paid Vacation,$425
1205,818,Paid Vacation,$655
1206,818,Stock Options,16 units
1207,821,Transport Allowance,$909
1208,821,Paid Vacation,$1375
1209,822,Paid Vacation,$337
1210,822,Health Insurance,$461
1211,823,Paid Vacation,$1116
1212,823,Transport Allowance,$1467
1213,824,Gym Membership,$1543
1214,825,Gym Membership,$1321
1215,825,Health Insurance,$1196
1216,826,Stock Options,54 units
1217,826,Gym Membership,$1655
1218,826,Transport Allowance,$454
1219,828,Stock Options,83 units
1220,829,Paid Vacation,$1644
1221,829,Gym Membership,$960
1222,830,Transport Allowance,$1432
1223,830,Gym Membership,$1165
1224,830,Health Insurance,$1731
1225,831,Transport Allowance,$1584
1226,831,Gym Membership,$1810
1227,832,Health Insurance,$822
1228,833,Gym Membership,$1314
1229,833,Transport Allowance,$1291
1230,833,Paid Vacation,$1197
1231,835,Health Insurance,$1771
1232,835,Stock Options,8 units
1233,837,Gym Membership,$972
1234,837,Gym Membership,$250
1235,837,Gym Membership,$749
1236,838,Transport Allowance,$359
1237,839,Paid Vacation,$1670
1238,839,Health Insurance,$384
1239,839,Stock Options,64 units
1240,841,Gym Membership,$172
1241,841,Gym Membership,$544
1242,842,Gym Membership,$1259
1243,843,Health Insurance,$1753
1244,845,Stock Options,34 units
1245,846,Paid Vacation,$423
1246,847,Gym Membership,$1714
1247,847,Stock Options,26 units
1248,848,Health Insurance,$1280
1249,849,Stock Options,4 units
1250,852,Gym Membership,$1485
1251,852,Gym Membership,$1064
1252,853,Stock Options,1 units
1253,854,Paid Vacation,$710
1254,854,Transport Allowance,$152
1255,855,Paid Vacation,$1414
1256,855,Stock Options,9 units
1257,855,Gym Membership,$854
1258,857,Health Insurance,$660
1259,857,Transport Allowance,$997
1260,857,Health Insurance,$291
1261,858,Health Insurance,$1204
1262,858,Transport Allowance,$241
1263,858,Stock Options,22 units
1264,859,Health Insurance,$1166
1265,861,Health Insurance,$375
1266,861,Paid Vacation,$1538
1267,862,Stock Options,80 units
1268,862,Gym Membership,$1981
1269,863,Paid Vacation,$1179
1270,866,Transport Allowance,$508
1271,866,Transport Allowance,$1229
1272,866,Gym Membership,$1228
1273,867,Stock Options,77 units
1274,867,Transport Allowance,$1002
1275,867,Gym Membership,$1870
1276,869,Stock Options,38 units
1277,869,Transport Allowance,$791
1278,870,Transport Allowance,$959
1279,871,Health Insurance,$597
1280,871,Stock Options,37 units
1281,872,Paid Vacation,$1195
1282,872,Health Insurance,$207
1283,872,Paid Vacation,$1566
1284,874,Gym Membership,$999
1285,874,Gym Membership,$1171
1286,877,Health Insurance,$467
1287,877,Health Insurance,$1681
1288,877,Gym Membership,$110
1289,878,Stock Options,30 units
1290,878,Transport Allowance,$1024
1291,878,Paid Vacation,$1195
1292,879,Paid Vacation,$1169
1293,879,Gym Membership,$292
1294,879,Transport Allowance,$185
1295,880,Transport Allowance,$1578
1296,880,Gym Membership,$201
1297,881,Health Insurance,$396
1298,881,Health Insurance,$1534
1299,882,Health Insurance,$920
1300,882,Stock Options,23 units
1301,882,Transport Allowance,$1732
1302,886,Gym Membership,$727
1303,886,Paid Vacation,$416
1304,886,Gym Membership,$1346
1305,887,Stock Options,33 units
1306,887,Transport Allowance,$174
1307,887,Transport Allowance,$1960
1308,888,Paid Vacation,$1949
1309,889,Gym Membership,$1207
1310,893,Health Insurance,$1779
1311,894,Health Insurance,$1978
1312,894,Transport Allowance,$1440
1313,895,Stock Options,84 units
1314,895,Transport Allowance,$1299
1315,896,Paid Vacation,$414
1316,896,Transport Allowance,$1258
1317,897,Paid Vacation,$990
1318,897,Stock Options,82 units
1319,898,Gym Membership,$886
1320,898,Paid Vacation,$448
1321,899,Stock Options,9 units
1322,899,Health Insurance,$800
1323,900,Paid Vacation,$1921
1324,901,Paid Vacation,$718
1325,901,Transport Allowance,$1222
1326,901,Transport Allowance,$1873
1327,902,Health Insurance,$823
1328,903,Stock Options,55 units
1329,903,Health Insurance,$1455
1330,905,Stock Options,8 units
1331,905,Gym Membership,$644
1332,905,Stock Options,2 units
1333,906,Paid Vacation,$521
1334,908,Health Insurance,$1037
1335,908,Transport Allowance,$194
1336,908,Paid Vacation,$1430
1337,910,Stock Options,72 units
1338,910,Stock Options,22 units
1339,912,Paid Vacation,$729
1340,912,Paid Vacation,$1462
1341,912,Stock Options,21 units
1342,913,Paid Vacation,$1776
1343,915,Transport Allowance,$845
1344,915,Stock Options,3 units
1345,917,Paid Vacation,$1951
1346,918,Paid Vacation,$1252
1347,918,Stock Options,36 units
1348,918,Gym Membership,$1836
1349,919,Gym Membership,$389
1350,919,Paid Vacation,$1335
1351,919,Stock Options,52 units
1352,920,Paid Vacation,$1838
1353,920,Paid Vacation,$1217
1354,921,Transport Allowance,$754
1355,922,Stock Options,63 units
1356,922,Paid Vacation,$950
1357,923,Paid Vacation,$1865
1358,923,Transport Allowance,$1776
1359,924,Gym Membership,$1109
1360,925,Paid Vacation,$697
1361,925,Paid Vacation,$362
1362,925,Transport Allowance,$740
1363,926,Paid Vacation,$964
1364,927,Paid Vacation,$424
1365,928,Paid Vacation,$1943
1366,930,Paid Vacation,$671
1367,931,Transport Allowance,$671
1368,931,Paid Vacation,$783
1369,933,Paid Vacation,$1472
1370,933,Stock Options,87 units
1371,933,Stock Options,89 units
1372,935,Transport Allowance,$445
1373,936,Health Insurance,$1517
1374,936,Transport Allowance,$572
1375,938,Health Insurance,$904
1376,939,Paid Vacation,$618
1377,939,Health Insurance,$1195
1378,939,Health Insurance,$1090
1379,940,Stock Options,32 units
1380,941,Health Insurance,$207
1381,941,Transport Allowance,$1347
1382,941,Gym Membership,$1642
1383,942,Transport Allowance,$1095
1384,943,Transport Allowance,$1465
1385,943,Paid Vacation,$517
1386,943,Health Insurance,$1217
1387,945,Paid Vacation,$1271
1388,946,Transport Allowance,$1327
1389,946,Stock Options,25 units
1390,947,Gym Membership,$277
1391,948,Gym Membership,$873
1392,948,Stock Options,9 units
1393,949,Gym Membership,$1065
1394,950,Paid Vacation,$1937
1395,950,Health Insurance,$675
1396,950,Health Insurance,$817
1397,951,Transport Allowance,$662
1398,951,Stock Options,65 units
1399,951,Transport Allowance,$265
1400,952,Health Insurance,$771
1401,954,Gym Membership,$1805
1402,954,Paid Vacation,$1728
1403,956,Health Insurance,$495
1404,958,Transport Allowance,$1502
1405,961,Transport Allowance,$451
1406,962,Stock Options,27 units
1407,963,Stock Options,35 units
1408,964,Transport Allowance,$827
1409,964,Paid Vacation,$540
1410,964,Transport Allowance,$1542
1411,965,Paid Vacation,$1355
1412,966,Paid Vacation,$360
1413,967,Health Insurance,$658
1414,968,Health Insurance,$135
1415,968,Health Insurance,$952
1416,970,Gym Membership,$796
1417,970,Stock Options,29 units
1418,971,Transport Allowance,$1599
1419,972,Paid Vacation,$1641
1420,972,Gym Membership,$1631
1421,972,Transport Allowance,$976
1422,973,Stock Options,68 units
1423,973,Stock Options,83 units
1424,973,Transport Allowance,$1343
1425,974,Transport Allowance,$1335
1426,974,Transport Allowance,$1907
1427,975,Transport Allowance,$321
1428,978,Paid Vacation,$928
1429,979,Stock Options,20 units
1430,979,Gym Membership,$311
1431,980,Gym Membership,$1095
1432,981,Paid Vacation,$318
1433,981,Stock Options,42 units
1434,982,Gym Membership,$1377
1435,982,Paid Vacation,$401
1436,984,Stock Options,46 units
1437,986,Stock Options,15 units
1438,987,Health Insurance,$1566
1439,987,Paid Vacation,$606
1440,988,Gym Membership,$516
1441,989,Health Insurance,$1919
1442,989,Stock Options,51 units
1443,991,Transport Allowance,$1996
1444,992,Health Insurance,$811
1445,995,Gym Membership,$1439
1446,995,Stock Options,57 units
1447,996,Stock Options,8 units
1448,997,Health Insurance,$128
1449,998,Stock Options,40 units
1450,998,Stock Options,50 units
1451,999,Health Insurance,$1611
1452,1000,Transport Allowance,$1850
1453,1000,Transport Allowance,$1862
